model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
openai-o3-mini,family3_forecast,20,5,0.0,0.0,221.763608395122,250.2609749790281,1.0,,4.978499863383663e-07,1.4935499590150988e-07,0.0,0.021875,0.005891020799999991,0.000976956799999995,,,
openai-gpt-4.1,family3_forecast,20,5,0.0,1.0,3835.2666586171836,4931.696924753487,0.0,288.0,0.0004940144933488634,0.00014820434800465903,0.0035291999999999997,0.01875,0.005699647999999957,0.0009418032000000021,71941.33466666666,149798.3864233109,
openai-gpt-4.1-mini,family3_forecast,20,5,0.0,0.8,8054.147091787308,9586.050824983977,0.0,397.2,0.00014847749403554473,4.454324821066342e-05,0.0008805600000000001,0.46875,0.00747896320000001,0.002971582400000003,63071.58500000003,116807.72956220983,
openai-o3-mini,family3_forecast,100,5,0.0,0.0,287.3019000282511,377.9090999858454,1.0,,6.410809759357961e-07,1.9232429278073885e-07,0.0,0.0,0.0031330048000000055,0.00045262719999999426,,,
openai-gpt-4.1,family3_forecast,100,5,0.0,1.0,4412.902166415006,6427.850050036795,0.0,292.2,0.0005077379142215996,0.0001523213742664799,0.0064664,0.00625,0.005376243199999964,0.0004976384,17026.134000000013,27870.367494304188,
openai-gpt-4.1-mini,family3_forecast,100,5,0.0,1.0,5945.453899959102,10026.54553358443,0.0,300.6,0.00011201550004480555,3.3604650013441664e-05,0.0013067200000000001,0.046875,0.00518256640000001,0.0006892000000000009,38797.766666666685,59355.724463061655,
openai-gpt-4.1,family3_forecast,250,5,0.2,1.0,4864.380199788138,6357.386416383088,0.0,330.0,0.0005719307822460156,0.00017157923467380466,0.0122128,0.00625,0.005073100800000052,0.00041586239999999994,29863.66666666664,40681.5506722315,
openai-o3-mini,family3_forecast,250,5,0.0,0.0,257.4349164497107,300.43499160092324,1.0,,5.743989979517381e-07,1.723196993855214e-07,0.0,0.0,0.0028862463999999475,0.00027588479999999805,,,
openai-gpt-4.1-mini,family3_forecast,250,5,0.0,0.6,7843.8934836070985,8868.47568359226,0.0,460.6,0.00016867244200497407,5.060173260149222e-05,0.00265152,0.015625,0.005114265599999968,0.0006300079999999985,94049.33222222222,102697.38917014252,
openai-o3-mini,family3_forecast,500,5,0.0,0.0,343.76943341922015,737.586358655244,1.0,,7.66086996550648e-07,2.2982609896519438e-07,0.0,0.0,0.00258114560000009,0.00035420799999999475,,,
openai-gpt-4.1,family3_forecast,500,5,0.0,1.0,4590.266649774276,5697.798708151095,0.0,266.2,0.0004696838493174271,0.0001409051547952281,0.0208008,0.021875,0.004994355199999978,0.0005707328000000067,192730.4653333333,370341.8630789418,
openai-gpt-4.1-mini,family3_forecast,500,5,0.0,0.2,5627.292216615751,7657.36050021369,0.0,489.2,0.0001728088565812094,5.184265697436281e-05,0.00451696,0.028125,0.005060710399999979,0.0007264048000000023,54482.996666666746,54482.996666666746,
openai-o3-mini,family3_forecast,1000,5,0.0,0.0,245.8030000096187,272.75907488074154,1.0,,5.487749258626446e-07,1.646324777587934e-07,0.0,0.0,0.0029608703999999706,0.0005072447999999952,,,
openai-gpt-4.1,family3_forecast,1000,5,0.0,1.0,6503.660266613588,8839.39972461667,0.0,327.0,0.0005877736806562874,0.0001763321041968862,0.03944,0.025,0.0047985664000000485,0.0005452672000000047,31377.466000000004,32847.37664157954,
openai-gpt-4.1-mini,family3_forecast,1000,5,0.0,0.6,7102.83743343316,10226.195350033231,0.0,462.4,0.00016752311946066729,5.025693583820018e-05,0.00810464,0.003125,0.004854425599999957,0.000464408000000005,29006.88888888889,30962.68373622734,
