model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen2.5-7b-instruct,family3_forecast,500,90,0.0,1.0,21179.362739363893,24418.74226673972,0.0,188.36666666666667,4.7066350618791006e-05,1.4119905185637301e-05,0.0,844820.4311111112,1522580.3859165392,
ollama-mistral-7b-instruct,family3_forecast,500,90,0.0,0.9666666666666667,21336.276184255257,29218.512027268298,0.0,168.4777777777778,4.741501759170656e-05,1.422450527751197e-05,0.0,24619416.560000002,27277434.074448083,
ollama-mistral-latest,family3_forecast,500,90,0.0,0.9666666666666667,21563.775301445276,29380.336652486585,0.0,168.4777777777778,4.792064298764912e-05,1.4376192896294733e-05,0.0,24619416.560000002,27277434.074448083,
ollama-deepseek-coder-latest,family3_forecast,1000,90,0.0,0.03333333333333333,4522.90930602596,6573.437487962656,0.0,216.43333333333334,1.005204241993776e-05,3.0156127259813278e-06,0.0,199899.20000000004,199899.2,
ollama-qwen-latest,family3_forecast,1000,90,0.0,0.0,8383.578500420683,9022.02325449325,0.0,500.0,1.8631259615834322e-05,5.589377884750296e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family3_forecast,1000,90,0.0,0.9888888888888889,9220.518049142427,9887.783975107595,0.0,157.64444444444445,2.0491165100535197e-05,6.1473495301605605e-06,0.0,3093097.1444444438,8873750.490000123,
ollama-llama3-latest,family3_forecast,1000,90,0.0,0.8,18416.82601520895,23587.998465099372,0.0,135.06666666666666,4.0927415494496085e-05,1.2278224648348823e-05,0.0,755802.6666666666,1308440.0494338796,
ollama-llama2-latest,family3_forecast,1000,90,0.0,0.06666666666666667,18734.06979959044,21202.446383214556,0.0,179.23333333333332,4.1632461832656005e-05,1.2489738549796803e-05,0.0,2615288.9000000004,3657744.8479588428,
ollama-gemma-latest,family3_forecast,1000,90,0.0,0.8666666666666667,18826.799502296166,20889.968507969752,0.0,68.43333333333334,4.1838482241095535e-05,1.2551544672328662e-05,0.0,2040234.3874999997,6392568.717085777,
ollama-codellama-latest,family3_forecast,1000,90,0.0,0.03333333333333333,21980.018166654434,26932.992308819667,0.0,318.27777777777777,4.884570873041373e-05,1.465371261912412e-05,0.0,619751.0666666667,723098.2545391555,
ollama-mistral-7b-instruct,family3_forecast,1000,90,0.0,0.8888888888888888,22485.86134310915,31778.961729211733,0.0,210.56666666666666,4.9969672621893345e-05,1.4990901786568005e-05,0.0,182200682.97142857,466186071.5509384,
ollama-qwen2.5-7b-instruct,family3_forecast,1000,90,0.0,1.0,22764.40854304884,30575.296891573817,0.0,234.67777777777778,5.0588735671889846e-05,1.5176620701566949e-05,0.0,1744656.0866666664,5725505.303515853,
ollama-mistral-latest,family3_forecast,1000,90,0.0,0.8888888888888888,22983.326871346475,32124.28010017611,0.0,210.56666666666666,5.1075238048861664e-05,1.5322571414658496e-05,0.0,182200682.97142857,466186071.5509384,
