model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
openai-o3-mini,family1_qa,20,5,0.0,0.0,213.4372920030728,257.1541499812156,1.0,,4.786143811496857e-07,1.4358431434490567e-07,0.0,0.01875,0.005008793600000017,0.0008611552000000022,,,
openai-gpt-4.1,family1_qa,20,5,0.0,0.0,7307.526341616176,9060.310533642769,0.0,500.0,0.0008657891350255071,0.00025973674050765215,0.0054004000000000005,0.0125,0.005484428799999952,0.0009354416000000087,,,
openai-gpt-4.1-mini,family1_qa,20,5,0.0,0.2,8759.112941799685,10489.420449710451,0.0,494.0,0.00018171578721174275,5.451473616352282e-05,0.00107048,0.45625,0.007240844799999979,0.0031903743999999986,35398.0,35398.0,
openai-o3-mini,family1_qa,100,5,0.0,0.0,239.48454174678773,387.00000012759114,1.0,,5.349455592468299e-07,1.6048366777404897e-07,0.0,0.0,0.0032022015999999985,0.0005542175999999954,,,
openai-gpt-4.1,family1_qa,100,5,0.0,0.2,6549.225991824642,8632.645125244744,0.0,495.0,0.0008485660885263647,0.0002545698265579093,0.0082588,0.009375,0.00476024319999997,0.0005574799999999991,5690304.0,5690304.0,
openai-gpt-4.1-mini,family1_qa,100,5,0.0,0.0,8845.580033399165,11157.672916376032,0.0,500.0,0.00018387674852220933,5.516302455666279e-05,0.0016597600000000001,0.0375,0.004933683199999983,0.0008955344000000004,,,
openai-o3-mini,family1_qa,250,5,0.0,0.0,197.44853342417628,217.44198345113546,1.0,,4.412315277997568e-07,1.3236945833992703e-07,0.0,0.0,0.0029399807999999526,0.0004068640000000068,,,
openai-gpt-4.1,family1_qa,250,5,0.0,0.6,6831.367399985902,8756.4452331746,0.0,457.6,0.0007941616083167076,0.0002382484824950122,0.0134044,0.009375,0.004254028800000009,0.0004256544000000029,5923420.666666667,5929538.163380742,
openai-gpt-4.1-mini,family1_qa,250,5,0.0,0.0,8169.449816807173,9362.790975021198,0.0,500.0,0.00018229229262298083,5.468768778689425e-05,0.0027487200000000005,0.028125,0.0041048447999999516,0.0006258751999999951,,,
openai-o3-mini,family1_qa,500,5,0.0,0.0,213.862683204934,222.3968500038609,1.0,,4.7755345156652e-07,1.43266035469956e-07,0.0,0.0,0.0026696960000000213,0.0004674239999999996,,,
openai-gpt-4.1,family1_qa,500,5,0.0,0.8,7077.643441595137,10283.83398365695,0.0,447.0,0.0007808247979092075,0.00023424743937276222,0.0223984,0.025,0.003952921599999959,0.0006395648000000087,5457242.5,5515989.5002005305,
openai-gpt-4.1-mini,family1_qa,500,5,0.0,0.0,9558.45720837824,12015.18029216677,0.0,500.0,0.00018554698572866308,5.566409571859893e-05,0.00456448,0.03125,0.004401241599999994,0.0005251391999999966,,,
openai-o3-mini,family1_qa,1000,5,0.0,0.0,218.80771638825536,225.54943298455328,1.0,,4.885080006723134e-07,1.4655240020169403e-07,0.0,0.003125,0.0026116864000000017,0.0004785568000000018,,,
openai-gpt-4.1-mini,family1_qa,1000,5,0.0,0.2,9166.962708462961,12674.835532857105,0.0,476.0,0.00017679868156121695,5.303960446836508e-05,0.00815384,0.0,0.0043825408000000236,0.00045135199999999374,3484101.0,3484101.0,
openai-gpt-4.1,family1_qa,1000,5,0.0,0.2,9428.92605799716,15182.697382755576,0.0,493.2,0.0008817744040267907,0.0002645323212080372,0.04090680000000001,0.01875,0.0042306815999999525,0.0007581023999999991,4539168.0,4539168.0,
