model_id,family,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen2.5-7b-instruct,family2_anomaly,450,0.16,0.9866666666666667,17680.912088142293,22358.468960784372,0.0,213.99333333333334,3.929199036606294e-05,1.1787597109818884e-05,0.0,-0.23961805555555554,0.001006158506666688,0.0004576408888888871,,,0.0394088669950739
ollama-gemma-latest,family2_anomaly,450,0.14,1.0,16209.477206915617,21025.209810677912,0.0,134.26666666666668,3.602212136536733e-05,1.0806636409610198e-05,0.0,-0.19659722222222223,0.0009922241422223187,0.00045290126222221813,,,0.06140350877192982
ollama-llama3-latest,family2_anomaly,450,0.02,1.0,12641.47614974839,17806.60401692148,0.0,147.11777777777777,2.809324738553187e-05,8.42797421565956e-06,0.0,-0.0025694444444444445,0.0010244824177778058,0.000444151608888888,,,0.013071895424836602
ollama-deepseek-coder-latest,family2_anomaly,450,0.0,0.0,3737.966765080475,6081.454595737159,0.0,214.10888888888888,8.307641604545677e-06,2.492292481363703e-06,0.0,0.00017361111111111112,0.0009899485866667135,0.00043867790222222423,,,0.0
ollama-qwen-latest,family2_anomaly,450,0.0,0.02,7204.621884151258,14817.687337752428,0.0,141.64071856287424,1.6011361802545656e-05,4.8034085407636964e-06,0.0,-0.00017361111111111112,0.0010237906488887285,0.00046225863111111113,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,450,0.0,0.9733333333333334,8007.320997527697,10594.254233152602,0.0,204.67777777777778,1.779510411412504e-05,5.338531234237512e-06,0.0,0.0010416666666666667,0.000998654293333362,0.0004417681066666669,,,0.0
ollama-codellama-latest,family2_anomaly,450,0.0,0.8,16784.667948401635,24196.223466889933,0.0,255.17777777777778,3.730046380345196e-05,1.1190139141035588e-05,0.0,-0.06517361111111111,0.001141009066666751,0.0004958956088888932,,,0.0
ollama-llama2-latest,family2_anomaly,450,0.0,0.07333333333333333,17232.866083895788,23227.177030756135,0.0,276.6088888888889,3.829641213555678e-05,1.1488923640667033e-05,0.0,-0.0008680555555555555,0.0010964354844444637,0.00047573304888889705,,,0.0
ollama-mistral-latest,family2_anomaly,450,0.0,0.84,19659.056238596226,31049.521047365844,0.0,247.75333333333333,4.3687841719439933e-05,1.3106352515831981e-05,0.0,-6.944444444444444e-05,0.0009837681777779671,0.0004466084977777819,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,450,0.0,0.84,19877.532581664207,30685.483970376663,0.0,247.75333333333333,4.417332312015397e-05,1.3251996936046193e-05,0.0,-0.0001388888888888889,0.0009686516622222128,0.0004323242666666702,,,0.0
