model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen-latest,family2_anomaly,250,90,0.0,0.0,9317.584979156447,14989.917649817653,0.0,153.44827586206895,2.0706844025074286e-05,6.212053207522286e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,250,90,0.0,1.0,17094.4868763857,17929.708989639767,0.0,142.7111111111111,3.7988817401802436e-05,1.139664522054073e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,250,90,0.0,1.0,18763.17611341882,20062.151637882926,0.0,138.0222222222222,4.1696996156747296e-05,1.2509098847024187e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,250,90,0.0,1.0,19630.584997181882,24345.079710148275,0.0,244.6,4.362477699702499e-05,1.3087433099107498e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,250,90,0.0,0.0,19729.91585871722,22928.353585395962,0.0,282.24444444444447,4.3845366269375125e-05,1.315360988081254e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,250,90,0.0,0.9333333333333333,20692.473955550748,21875.277026789263,0.0,235.4111111111111,4.598429828634558e-05,1.3795289485903672e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,250,90,0.0,0.8333333333333334,22401.182779623196,30333.565562521107,0.0,248.7111111111111,4.9781451979395456e-05,1.4934435593818637e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,250,90,0.0,0.8333333333333334,22715.760122208547,31723.376189661212,0.0,248.7111111111111,5.048053001989201e-05,1.5144159005967604e-05,0.0,,,0.0
ollama-deepseek-coder-latest,family2_anomaly,500,90,0.0,0.0,4473.119626809947,6289.390248036943,0.0,253.5888888888889,9.941309400755789e-06,2.9823928202267366e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,500,90,0.0,0.0,8596.23498099649,15037.84914962016,0.0,188.3913043478261,1.9103838779470156e-05,5.7311516338410475e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,500,90,0.0,1.0,8658.878601006129,9440.613381471485,0.0,178.82222222222222,1.9242949573710268e-05,5.772884872113079e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,500,90,0.0,1.0,16910.098420378443,17673.251675162464,0.0,138.25555555555556,3.75790916479662e-05,1.1273727494389862e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,500,90,0.0,1.0,18725.919301828577,21776.507550291717,0.0,129.85555555555555,4.161421131815168e-05,1.2484263395445506e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,500,90,0.0,0.0,19123.442760730784,22684.665579162538,0.0,264.8777777777778,4.249763932807194e-05,1.274929179842158e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,500,90,0.0,1.0,19460.676086042076,24277.858403651044,0.0,265.73333333333335,4.324712197787128e-05,1.2974136593361384e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,500,90,0.0,1.0,20316.81676714474,22026.858381391503,0.0,220.75555555555556,4.514954545411353e-05,1.354486363623406e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,500,90,0.0,0.9222222222222223,22904.549833247438,30542.80601614155,0.0,274.47777777777776,5.0900060794137164e-05,1.527001823824115e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,500,90,0.0,0.9222222222222223,23670.37298653999,30853.776758583263,0.0,274.47777777777776,5.260190157707301e-05,1.5780570473121898e-05,0.0,,,0.0
ollama-deepseek-coder-latest,family2_anomaly,1000,90,0.0,0.0,4147.969214799296,6086.661895224825,0.0,205.65555555555557,9.21881811539879e-06,2.765645434619637e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,1000,90,0.0,0.0,7532.916148627798,7575.5841897800565,0.0,,1.6740970767814857e-05,5.022291230344458e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,1000,90,0.0,1.0,9131.555698211821,12184.267149935476,0.0,203.1888888888889,2.029340295499276e-05,6.088020886497828e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,1000,90,0.0,1.0,17136.874949616482,18201.53709121514,0.0,136.9111111111111,3.808307971069624e-05,1.1424923913208873e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,1000,90,0.0,1.0,18386.40134442701,23066.121656144966,0.0,235.04444444444445,4.086004328221876e-05,1.2258012984665626e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,1000,90,0.0,0.0,19057.734996696105,22996.257245680317,0.0,263.4111111111111,4.235169011080969e-05,1.2705507033242907e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,1000,90,0.0,1.0,19089.11111155111,21507.3026958853,0.0,108.07777777777778,4.242143806240987e-05,1.272643141872296e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,1000,90,0.0,1.0,19694.317065743315,21573.074631160125,0.0,200.4111111111111,4.376627174471354e-05,1.3129881523414061e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,1000,90,0.0,0.8666666666666667,22052.338537951517,29409.5692203613,0.0,260.3666666666667,4.900626423350072e-05,1.4701879270050219e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,1000,90,0.0,0.8666666666666667,23369.62521204518,31094.3187774159,0.0,260.3666666666667,5.1933606765730026e-05,1.558008202971901e-05,0.0,,,0.0
