model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen2.5-7b-instruct,family2_anomaly,20,90,0.8,1.0,6834.715601372429,10974.284333898684,0.0,194.13333333333333,1.5189350876615982e-05,4.5568052629847935e-06,0.0,,,0.29629629629629634
ollama-gemma-latest,family2_anomaly,20,90,0.7,1.0,5968.809740664437,9382.470860867761,0.0,164.9,1.3265014425744605e-05,3.979504327723382e-06,0.0,,,0.4117647058823529
ollama-llama3-latest,family2_anomaly,20,90,0.1,1.0,4508.293401905232,6210.37050425075,0.0,153.46666666666667,1.001941529913332e-05,3.005824589739996e-06,0.0,,,0.09090909090909091
ollama-deepseek-coder-latest,family2_anomaly,20,90,0.0,0.0,1478.3978018444031,3123.925293982029,0.0,193.5222222222222,3.2863786628076682e-06,9.859135988423005e-07,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,20,90,0.0,0.1,2407.255773127286,5076.78966675885,0.0,117.43333333333334,5.350418641940706e-06,1.6051255925822119e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,20,90,0.0,0.9333333333333333,3816.943834235685,6418.089576577768,0.0,239.51111111111112,8.483257695740675e-06,2.5449773087222024e-06,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,20,90,0.0,1.0,4900.2828671234765,7993.235856504179,0.0,120.16666666666667,1.089047492712448e-05,3.267142478137344e-06,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,20,90,0.0,1.0,4992.629517118136,8197.505148220807,0.0,120.16666666666667,1.1095746922682278e-05,3.3287240768046827e-06,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,20,90,0.0,0.0,5106.746721779928,8246.068051853217,0.0,175.6888888888889,1.1349397756336348e-05,3.404819326900904e-06,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,20,90,0.0,0.36666666666666664,8293.486224549511,12267.269264301285,0.0,312.94444444444446,1.843117991408181e-05,5.5293539742245426e-06,0.0,,,0.0
ollama-deepseek-coder-latest,family2_anomaly,100,90,0.0,0.0,4241.986606937523,6182.17819572892,0.0,215.2888888888889,9.427636768291497e-06,2.8282910304874496e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,100,90,0.0,1.0,7557.627100456092,14949.124421202578,0.0,164.24444444444444,1.6795832868061154e-05,5.038749860418348e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,100,90,0.0,0.0,8169.117538848271,14880.227808398195,0.0,172.08,1.8154736798428255e-05,5.446421039528477e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,100,90,0.0,0.9333333333333333,9513.910838428677,11365.448381309398,0.0,208.77777777777777,2.114311911742881e-05,6.342935735228643e-06,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,100,90,0.0,1.0,18500.369767115142,20563.76835461706,0.0,130.4777777777778,4.11129468637832e-05,1.2333884059134958e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,100,90,0.0,0.0,19959.750578785315,23999.748854129575,0.0,259.56666666666666,4.435618505544532e-05,1.3306855516633595e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,100,90,0.0,1.0,20866.237050900236,23309.499331424013,0.0,219.25555555555556,4.637048546852611e-05,1.391114564055783e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,100,90,0.0,1.0,21338.930592577282,24996.68502318673,0.0,354.8222222222222,4.7420979003808424e-05,1.4226293701142527e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,100,90,0.0,0.5777777777777777,25046.199062989195,30273.01274163183,0.0,335.0444444444444,5.565918035144691e-05,1.6697754105434066e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,100,90,0.0,0.5777777777777777,25630.003182455483,32093.65372902248,0.0,335.0444444444444,5.695660662698748e-05,1.7086981988096248e-05,0.0,,,0.0
ollama-deepseek-coder-latest,family2_anomaly,250,90,0.0,0.0,4348.360575011207,5290.218883659691,0.0,202.48888888888888,9.66406507547464e-06,2.8992195226423923e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,250,90,0.0,1.0,8915.316015756172,9980.966079235077,0.0,193.0888888888889,1.981279122875269e-05,5.943837368625807e-06,0.0,,,0.0
