model_id,family,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-gemma-latest,family1_qa,450,0.04666666666666667,0.9422222222222222,13100.404137216716,19246.263093338344,0.0,88.1511111111111,2.9113919986890055e-05,8.734175996067017e-06,0.0,-0.3838888888888889,0.0013928174933332432,0.0012099925333333317,3892709.9237974687,4715025.738897744,
ollama-qwen2.5-7b-instruct,family1_qa,450,0.02,0.98,16376.15287056555,24970.328006485943,0.0,174.67333333333335,3.639476690437917e-05,1.0918430071313751e-05,0.0,-1.0620486111111112,0.0016558990222222114,0.002861140906666674,3897125.1007042257,4714026.217815443,
ollama-deepseek-coder-latest,family1_qa,450,0.0,0.06,3387.6352177068798,6454.853921267202,0.0,201.67111111111112,7.529444483138392e-06,2.258833344941518e-06,0.0,-0.016458333333333332,0.0013123492977778204,0.0005486660266666712,1364873.02,1637282.6332421175,
ollama-qwen2.5-3b-instruct,family1_qa,450,0.0,0.9866666666666667,6821.817904827185,10440.193699952215,0.0,146.11333333333334,1.5161825493963058e-05,4.548547648188916e-06,0.0,-0.45652777777777775,0.0014695278933333123,0.0015682979199999974,2297204.8636363638,2970231.9095804393,
ollama-qwen-latest,family1_qa,450,0.0,0.0,7432.3516986219,14790.387803898191,0.0,232.07361963190183,1.651790271103985e-05,4.9553708133119545e-06,0.0,-0.058611111111111114,0.0014216942933332967,0.0007109108622221585,,,
ollama-llama2-latest,family1_qa,450,0.0,0.02666666666666667,11697.391679077926,19910.30775005929,0.0,108.28222222222222,2.599618365241867e-05,7.798855095725602e-06,0.0,-0.4077777777777778,0.0014183082666664858,0.001278665386666711,6162014.75,6190524.108084892,
ollama-llama3-latest,family1_qa,450,0.0,0.9533333333333334,12023.072573329942,20571.368162694853,0.0,124.02222222222223,2.6719841886434792e-05,8.015952565930437e-06,0.0,-0.3794444444444444,0.0014367311644444668,0.0011552381155555786,4169749.1445221445,4884295.0116389515,
ollama-codellama-latest,family1_qa,450,0.0,0.03111111111111111,15039.357969536342,25944.27911422681,0.0,250.20444444444445,3.342296920160246e-05,1.0026890760480735e-05,0.0,-0.5841666666666666,0.0014518590577779378,0.0015090915555555364,4656325.571428572,5131674.60095204,
ollama-mistral-latest,family1_qa,450,0.0,0.9466666666666667,15548.720410736794,27008.48220997722,0.0,174.64,3.455497233456995e-05,1.0366491700370985e-05,0.0,-0.40444444444444444,0.001446220231111089,0.0016326894933333296,644831692.2771536,4645498361.635351,
ollama-mistral-7b-instruct,family1_qa,450,0.0,0.9466666666666667,15891.498410669672,27576.330751844213,0.0,174.64,3.5317413153530486e-05,1.0595223946059147e-05,0.0,-0.7655555555555555,0.0016027875555555818,0.0024458865777777727,644831692.2771536,4645498361.635351,
