model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
openai-gpt-4.1-mini,family2_anomaly,20,5,1.0,1.0,2400.9971416089684,2829.127583373338,0.0,188.2,6.7033112344312e-05,2.0109933703293596e-05,0.00061744,0.425,0.005793855999999997,0.0022151087999999985,,,1.0
openai-gpt-4.1,family2_anomaly,20,5,1.0,1.0,3046.9308167696,3548.555992124602,0.0,215.4,0.00037170513461513664,0.00011151154038454099,0.0033048,0.0125,0.005262489600000064,0.0007976096000000016,,,1.0
openai-o3-mini,family2_anomaly,20,5,0.0,0.0,216.19574159849435,240.74692521244287,1.0,,4.833192499649081e-07,1.449957749894724e-07,0.0,0.00625,0.003361792000000019,0.000567049599999997,,,0.0
openai-gpt-4.1,family2_anomaly,100,5,1.0,1.0,2848.381766839884,2994.49874185957,0.0,216.4,0.00037077151879209575,0.00011123145563762872,0.0077784,0.003125,0.00512125439999993,0.0004968575999999946,,,1.0
openai-gpt-4.1-mini,family2_anomaly,100,5,1.0,1.0,3453.037533373572,3847.982532950118,0.0,225.6,8.170228352969013e-05,2.451068505890704e-05,0.0015704000000000002,0.028125,0.004646643200000011,0.0006895936000000019,,,1.0
openai-o3-mini,family2_anomaly,100,5,0.0,0.0,260.3124000132084,311.60518303513527,1.0,,5.806062187595106e-07,1.741818656278532e-07,0.0,0.0,0.0026668543999999184,0.00024029759999999456,,,0.0
openai-gpt-4.1,family2_anomaly,250,5,1.0,1.0,3239.1611501574516,4083.7218747939914,0.0,229.2,0.0003954845904637685,0.00011864537713913055,0.016342799999999998,0.0,0.004405862399999938,0.0004991776000000004,,,1.0
openai-gpt-4.1-mini,family2_anomaly,250,5,1.0,1.0,3533.8722000131384,3949.3398749269545,0.0,242.4,8.737307885048328e-05,2.621192365514498e-05,0.0032896800000000006,0.0,0.004996377600000002,0.0007211600000000013,,,1.0
openai-o3-mini,family2_anomaly,250,5,0.0,0.0,205.08422483690083,220.55729979183525,1.0,,4.578475919550178e-07,1.3735427758650536e-07,0.0,0.0,0.002607692800000061,0.0002594816,,,0.0
openai-gpt-4.1-mini,family2_anomaly,500,5,1.0,1.0,3737.65871678479,4940.363941597752,0.0,240.2,8.713306837540941e-05,2.6139920512622823e-05,0.00605896,0.0375,0.004219225599999943,0.0005353504000000009,,,1.0
openai-gpt-4.1,family2_anomaly,500,5,1.0,1.0,4454.9383918289095,5861.191241978668,0.0,237.4,0.0004233826067807452,0.00012701478203422357,0.030272399999999998,0.0,0.004510873599999954,0.0005115808000000111,,,1.0
openai-o3-mini,family2_anomaly,500,5,0.0,0.0,259.319483442232,320.57028363924474,1.0,,5.784667908874996e-07,1.7354003726624988e-07,0.0,0.0,0.0026100479999999317,0.00038844160000000015,,,0.0
openai-gpt-4.1-mini,family2_anomaly,1000,5,1.0,1.0,4082.33879157342,4841.399799985811,0.0,236.0,8.657076715764694e-05,2.5971230147294078e-05,0.011646720000000001,0.003125,0.004132172799999978,0.00046304960000000117,,,1.0
openai-gpt-4.1,family2_anomaly,1000,5,1.0,1.0,6941.802275017835,10750.477374973707,0.0,240.0,0.0004584948074264933,0.00013754844222794798,0.058265599999999994,0.0,0.004634009600000022,0.0006061472000000012,,,1.0
openai-o3-mini,family2_anomaly,1000,5,0.0,0.0,208.0992418108508,225.23638338316232,1.0,,4.6443765862728753e-07,1.3933129758818625e-07,0.0,0.0,0.0023626752000000194,0.00035470079999999073,,,0.0
