model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen-latest,family3_forecast,20,90,0.0,0.0,1130.927221377432,3418.4953477757517,0.0,53.266666666666666,2.5153273893325646e-06,7.545982167997694e-07,0.0,,,
ollama-deepseek-coder-latest,family3_forecast,20,90,0.0,0.0,2368.615522198767,3301.049089926528,0.0,386.23333333333335,5.265879834332356e-06,1.5797639502997067e-06,0.0,,,
ollama-gemma-latest,family3_forecast,20,90,0.0,1.0,3780.1261018263176,5848.913756260299,0.0,116.7,8.402353476058484e-06,2.5207060428175456e-06,0.0,62984.77666666665,105101.33345174829,
ollama-llama3-latest,family3_forecast,20,90,0.0,0.9,4142.098584667676,5716.75561843731,0.0,171.62222222222223,9.206802811106299e-06,2.7620408433318895e-06,0.0,244584.35827160493,869090.7260465707,
ollama-qwen2.5-3b-instruct,family3_forecast,20,90,0.0,0.3,4663.881096802005,6309.488562803017,0.0,399.8333333333333,1.0366426339725795e-05,3.109927901917739e-06,0.0,213817.88888888885,528855.9296658854,
ollama-qwen2.5-7b-instruct,family3_forecast,20,90,0.0,1.0,5772.148570745614,7567.354642145801,0.0,233.61111111111111,1.282933727160401e-05,3.848801181481202e-06,0.0,68693.79710999998,110558.79738941343,
ollama-mistral-7b-instruct,family3_forecast,20,90,0.0,0.5888888888888889,5832.034040719736,9370.855520627807,0.0,234.13333333333333,1.296213305747243e-05,3.888639917241729e-06,0.0,60343.107547169806,114892.41318633566,
ollama-mistral-latest,family3_forecast,20,90,0.0,0.5888888888888889,5928.351611226228,9435.598560044305,0.0,234.13333333333333,1.3176038758435713e-05,3.9528116275307115e-06,0.0,60343.107547169806,114892.41318633566,
ollama-llama2-latest,family3_forecast,20,90,0.0,0.0,6599.493709709107,9537.880018455326,0.0,292.4888888888889,1.4667730064355336e-05,4.400319019306601e-06,0.0,,,
ollama-codellama-latest,family3_forecast,20,90,0.0,0.4666666666666667,6769.6296398114,16362.555500006418,0.0,202.33333333333334,1.5045752786769599e-05,4.51372583603088e-06,0.0,186519.8571428571,462569.84560072585,
ollama-deepseek-coder-latest,family3_forecast,100,90,0.0,0.0,2916.549389332067,5394.99263924663,0.0,310.55555555555554,6.483207180752038e-06,1.9449621542256103e-06,0.0,,,
ollama-llama3-latest,family3_forecast,100,90,0.0,0.6333333333333333,5728.224280519902,10482.41175621515,0.0,182.16666666666666,1.2731248942107719e-05,3.8193746826323165e-06,0.0,1228337.596315789,4397506.005934657,
ollama-qwen2.5-3b-instruct,family3_forecast,100,90,0.0,0.2222222222222222,5963.075507467794,9226.323251603753,0.0,404.93333333333334,1.3253366765889632e-05,3.976010029766889e-06,0.0,318145.5833333335,682140.4059458692,
ollama-gemma-latest,family3_forecast,100,90,0.0,1.0,7236.19913148448,14093.812276757671,0.0,157.8111111111111,1.6082473024293556e-05,4.824741907288066e-06,0.0,103745.26666666666,325971.7713848175,
ollama-llama2-latest,family3_forecast,100,90,0.0,0.0,7511.637482755921,13263.00482485676,0.0,200.8,1.6694582380388817e-05,5.0083747141166455e-06,0.0,,,
ollama-mistral-7b-instruct,family3_forecast,100,90,0.0,0.45555555555555555,7687.534141174466,15274.42362049478,0.0,210.95555555555555,1.70853229151743e-05,5.125596874552289e-06,0.0,41190.9512195122,62471.23191543864,
ollama-mistral-latest,family3_forecast,100,90,0.0,0.45555555555555555,7790.509922211964,15371.194320800712,0.0,210.95555555555555,1.7314107641176497e-05,5.1942322923529485e-06,0.0,41190.9512195122,62471.23191543864,
ollama-qwen-latest,family3_forecast,100,90,0.0,0.0,7864.849000457131,12847.00387105986,0.0,500.0,1.7479286120522016e-05,5.243785836156605e-06,0.0,,,
ollama-codellama-latest,family3_forecast,100,90,0.0,0.0,8041.473859275639,16303.049445818759,0.0,220.46666666666667,1.787197204560019e-05,5.361591613680056e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family3_forecast,100,90,0.0,1.0,8796.001238492317,14249.267054375377,0.0,285.15555555555557,1.95487299839794e-05,5.86461899519382e-06,0.0,79936.80192666667,128252.72101699858,
ollama-deepseek-coder-latest,family3_forecast,250,90,0.0,0.0,3366.2146116315853,7763.3829732221775,0.0,155.45555555555555,7.482296190250083e-06,2.244688857075025e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family3_forecast,250,90,0.0,0.9333333333333333,6417.937545800426,12462.573835049989,0.0,290.02222222222224,1.4263970955200243e-05,4.279191286560072e-06,0.0,82055.09523809525,150067.97644625785,
ollama-llama3-latest,family3_forecast,250,90,0.0,0.4111111111111111,7788.140344463237,16977.54349404422,0.0,148.1888888888889,1.7308660066525005e-05,5.192598019957501e-06,0.0,145774.99576576578,376167.0929369214,
ollama-gemma-latest,family3_forecast,250,90,0.0,0.13333333333333333,9217.763216662246,25198.15330812998,0.0,69.46666666666667,2.048559306483674e-05,6.145677919451024e-06,0.0,34792.999999999985,50085.85830018954,
ollama-qwen2.5-7b-instruct,family3_forecast,250,90,0.0,1.0,11518.42652690377,23319.810666717236,0.0,239.8111111111111,2.559831758547222e-05,7.679495275641668e-06,0.0,52426.04622222221,76286.494466231,
ollama-mistral-7b-instruct,family3_forecast,250,90,0.0,0.35555555555555557,13182.940815286323,28624.832320667338,0.0,233.84444444444443,2.929711812967331e-05,8.789135438901993e-06,0.0,115428.83528735634,194534.3701817847,
ollama-mistral-latest,family3_forecast,250,90,0.0,0.35555555555555557,13278.360860655732,28862.352748229747,0.0,233.84444444444443,2.95092236138734e-05,8.852767084162024e-06,0.0,115428.83528735634,194534.3701817847,
ollama-qwen-latest,family3_forecast,250,90,0.0,0.0,13352.657169416003,23601.824171372573,0.0,500.0,2.9674355483245434e-05,8.902306644973632e-06,0.0,,,
ollama-llama2-latest,family3_forecast,250,90,0.0,0.0,14340.4206170998,16848.34482911101,0.0,153.56666666666666,3.1869484493054226e-05,9.560845347916269e-06,0.0,,,
ollama-codellama-latest,family3_forecast,250,90,0.0,0.0,16077.408325513048,32746.277418456157,0.0,265.4,3.572926642077326e-05,1.071877992623198e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family3_forecast,500,90,0.0,0.9333333333333333,9165.555232357778,21540.097148236237,0.0,217.9,2.036967820255873e-05,6.110903460767618e-06,0.0,141700.794047619,263643.8778039624,
ollama-deepseek-coder-latest,family3_forecast,500,90,0.0,0.0,10013.706340684115,20102.946666823118,0.0,228.26666666666668,2.225442057303349e-05,6.676326171910045e-06,0.0,,,
ollama-qwen-latest,family3_forecast,500,90,0.0,0.0,13597.763553691846,34811.089864821406,0.0,,3.021893302014061e-05,9.065679906042183e-06,0.0,,,
ollama-llama2-latest,family3_forecast,500,90,0.0,0.03333333333333333,14449.102150066756,16969.0036356129,0.0,154.8111111111111,3.2110872809305315e-05,9.633261842791594e-06,0.0,8819.333333333343,8864.649933553192,
ollama-qwen2.5-7b-instruct,family3_forecast,500,90,0.0,1.0,18009.740483789938,42699.12851061672,0.0,217.3111111111111,4.002334479027746e-05,1.2007003437083238e-05,0.0,77937.815,145286.05254262747,
ollama-mistral-7b-instruct,family3_forecast,500,90,0.0,0.0,21267.765147222155,54401.05387934891,0.0,174.5888888888889,4.726334044280056e-05,1.4179002132840165e-05,0.0,,,
ollama-mistral-latest,family3_forecast,500,90,0.0,0.0,21273.31486523423,54408.37765801407,0.0,174.5888888888889,4.727563165415719e-05,1.4182689496247155e-05,0.0,,,
ollama-llama3-latest,family3_forecast,500,90,0.0,0.9333333333333333,26282.300549165422,27118.760035611922,0.0,111.91111111111111,5.8406690771577474e-05,1.7522007231473246e-05,0.0,63222.79761904761,166159.03571794776,
ollama-gemma-latest,family3_forecast,500,90,0.0,0.0,27739.26744028706,28005.249127052957,0.0,27.766666666666666,6.164439318240864e-05,1.849331795472259e-05,0.0,,,
ollama-codellama-latest,family3_forecast,500,90,0.0,0.0,27966.34370182162,62512.97622913552,0.0,265.8333333333333,6.214906945321913e-05,1.864472083596574e-05,0.0,,,
ollama-llama2-latest,family3_forecast,1000,90,0.0,0.06666666666666667,14345.153865775015,16607.472910438082,0.0,179.23333333333332,3.187981801712261e-05,9.563945405136783e-06,0.0,82811.66666666666,111579.65742563571,
ollama-deepseek-coder-latest,family3_forecast,1000,90,0.0,0.0,18516.403775891133,28961.7048265849,0.0,162.11111111111111,4.1149408497310104e-05,1.2344822549193028e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family3_forecast,1000,90,0.0,1.0,18884.906480976173,49183.74898287293,0.0,227.0888888888889,4.196812407265957e-05,1.2590437221797871e-05,0.0,60467.044444444444,87023.90531671296,
ollama-llama3-latest,family3_forecast,1000,90,0.0,1.0,26667.202041287805,27540.757123249932,0.0,116.93333333333334,5.9262007445175725e-05,1.7778602233552718e-05,0.0,43481.7888888889,66946.15641988939,
ollama-gemma-latest,family3_forecast,1000,90,0.0,0.0,26883.191811641314,27996.6776374873,0.0,29.8,5.974208837527346e-05,1.7922626512582037e-05,0.0,,,
ollama-qwen-latest,family3_forecast,1000,90,0.0,0.0,32599.278826422393,89314.52919633302,0.0,500.0,7.244451644266e-05,2.1733354932797996e-05,0.0,,,
ollama-qwen2.5-7b-instruct,family3_forecast,1000,90,0.0,1.0,37336.97993751072,94999.737412369,0.0,280.1666666666667,8.297265271140655e-05,2.4891795813421966e-05,0.0,123775.44633333336,232305.17306287913,
ollama-mistral-7b-instruct,family3_forecast,1000,90,0.0,0.022222222222222223,46862.90921391855,127999.50778153434,0.0,197.26666666666668,0.00010414135192321934,3.12424055769658e-05,0.0,29729.333333333336,35991.98076269522,
ollama-mistral-latest,family3_forecast,1000,90,0.0,0.022222222222222223,48518.417175933595,132923.98740218196,0.0,197.26666666666668,0.00010782026181002525,3.234607854300758e-05,0.0,29729.333333333336,35991.98076269522,
ollama-codellama-latest,family3_forecast,1000,90,0.0,0.9,75493.85554310089,77525.61095274577,0.0,499.2,0.00016776574238101433,5.0329722714304294e-05,0.0,40963.88116666668,64454.86296088192,
