model_id,family,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-deepseek-coder-latest,family3_forecast,450,0.0,0.0,7436.297927947534,23440.58652950334,0.0,248.52444444444444,1.652704245513561e-05,4.958112736540684e-06,0.0,-0.22145833333333334,0.0019351506488888503,0.0007019252622222331,,,
ollama-qwen2.5-3b-instruct,family3_forecast,450,0.0,0.6777777777777778,9019.071172680835,46968.821958158514,0.0,307.9555555555556,2.0044313267206795e-05,6.013293980162038e-06,0.0,0.0022569444444444442,0.0019302860800000095,0.0007026146488888882,119257.45366120219,287840.349878327,
ollama-llama2-latest,family3_forecast,450,0.0,0.02,11449.16156508132,16693.560914788395,0.0,196.18,2.5444497552845257e-05,7.633349265853579e-06,0.0,0.00034722222222222224,0.0019325019022219988,0.0006778055111111147,58147.55555555556,91248.05371602708,
ollama-qwen-latest,family3_forecast,450,0.0,0.0,13709.095154272962,88563.75003297871,0.0,266.24418604651163,3.0466483691180126e-05,9.139945107354038e-06,0.0,6.944444444444444e-05,0.0018568988444445406,0.0006328513422222167,,,
ollama-llama3-latest,family3_forecast,450,0.0,0.7755555555555556,14121.593160020808,27122.06704826967,0.0,146.16444444444446,3.138308200729845e-05,9.414924602189532e-06,0.0,6.944444444444444e-05,0.0017402811733333973,0.0006624011377777824,299267.4121872015,1832067.306997828,
ollama-gemma-latest,family3_forecast,450,0.0,0.4266666666666667,14971.309540380284,27899.86935640336,0.0,80.30888888888889,3.327138022457418e-05,9.981414067372254e-06,0.0,6.944444444444444e-05,0.0017773363200001945,0.0006792797866666665,80329.2703125,234825.43229623936,
ollama-qwen2.5-7b-instruct,family3_forecast,450,0.0,1.0,16286.659351488472,91450.69665275223,0.0,251.2111111111111,3.619447646854793e-05,1.0858342940564377e-05,0.0,0.0003125,0.0019079384177777608,0.0006803493688888868,80553.98131844445,148030.65078665098,
ollama-mistral-7b-instruct,family3_forecast,450,0.0,0.28444444444444444,18966.636671664244,122076.29200882801,0.0,210.15777777777777,4.214985329366798e-05,1.2644955988100396e-05,0.0,0.0001388888888888889,0.0017456810666665135,0.0006677993244444481,66351.26872,125209.54715508834,
ollama-mistral-latest,family3_forecast,450,0.0,0.28444444444444444,19357.79088705235,125763.91439826983,0.0,210.15777777777777,4.3019052695533615e-05,1.2905715808660085e-05,0.0,0.00010416666666666667,0.0016992438044445477,0.000670391466666673,66351.26872,125209.54715508834,
ollama-codellama-latest,family3_forecast,450,0.0,0.2733333333333333,26869.74221390452,75947.3751753103,0.0,290.64666666666665,5.97123606174753e-05,1.791370818524259e-05,0.0,0.007604166666666667,0.001780440177777728,0.0007019155911111123,91908.47275833333,278550.14055682457,
