model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-gemma-latest,family4_codegen,20,90,0.13333333333333333,0.9333333333333333,4701.3524083671255,6494.934826902681,0.0,158.86666666666667,1.0449509920872272e-05,3.1348529762616814e-06,0.0,,,
ollama-codellama-latest,family4_codegen,20,90,0.1,0.4666666666666667,6746.015015734075,10521.996721350297,0.0,289.6,1.4993123093758262e-05,4.497936928127478e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,20,90,0.06666666666666667,0.1,5599.723612899753,6215.157120799631,0.0,481.76666666666665,1.2445863479717263e-05,3.7337590439151796e-06,0.0,,,
ollama-qwen-latest,family4_codegen,20,90,0.0,0.16666666666666666,2207.9744926222097,3130.798753949057,0.0,133.5888888888889,4.908786923174575e-06,1.4726360769523726e-06,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,20,90,0.0,0.0,2912.6786735440774,3379.1953937412472,0.0,472.5111111111111,6.47478878748772e-06,1.942436636246316e-06,0.0,,,
ollama-llama2-latest,family4_codegen,20,90,0.0,0.0,6674.936300489127,11404.160117155698,0.0,297.1666666666667,1.4835409126871778e-05,4.450622738061533e-06,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,20,90,0.0,0.3333333333333333,9776.85664347761,13008.337362351449,0.0,415.7888888888889,2.172828884123772e-05,6.518486652371317e-06,0.0,,,
ollama-mistral-latest,family4_codegen,20,90,0.0,0.3333333333333333,10078.387789322003,13372.112020900022,0.0,415.7888888888889,2.2398441978839024e-05,6.719532593651707e-06,0.0,,,
ollama-llama3-latest,family4_codegen,20,90,0.0,0.0,10219.568058311334,11946.950608301631,0.0,465.93333333333334,2.2712407386624837e-05,6.8137222159874484e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,20,90,0.0,0.0,11715.448803211215,13130.203394053751,0.0,500.0,2.6036589000060198e-05,7.810976700018058e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,100,90,0.8222222222222222,0.8555555555555555,4353.6124417446745,8038.428981101242,0.0,289.7,9.676790330272118e-06,2.9030370990816345e-06,0.0,,,
ollama-llama2-latest,family4_codegen,100,90,0.6,0.6333333333333333,8088.511453233271,14834.267741699294,0.0,219.04444444444445,1.7976496774606567e-05,5.392949032381969e-06,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,100,90,0.0,0.0,3612.3678087674,5799.590904651268,0.0,382.81111111111113,8.029501923003394e-06,2.4088505769010184e-06,0.0,,,
ollama-gemma-latest,family4_codegen,100,90,0.0,0.0,6275.348390755164,11514.881066002636,0.0,135.62222222222223,1.3947269180641102e-05,4.184180754192331e-06,0.0,,,
ollama-llama3-latest,family4_codegen,100,90,0.0,0.0,7359.0371861108,11816.387264548757,0.0,252.5222222222222,1.6355444107886434e-05,4.90663323236593e-06,0.0,,,
ollama-codellama-latest,family4_codegen,100,90,0.0,0.0,8442.366758388622,13836.258477297815,0.0,247.48888888888888,1.8762856771304525e-05,5.628857031391356e-06,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,100,90,0.0,0.8,9166.110053322498,16616.019143600715,0.0,278.55555555555554,2.0370977643545586e-05,6.111293293063675e-06,0.0,,,
ollama-mistral-latest,family4_codegen,100,90,0.0,0.8,9460.308479589004,16900.452948400198,0.0,278.55555555555554,2.102473087002847e-05,6.307419261008541e-06,0.0,,,
ollama-qwen-latest,family4_codegen,100,90,0.0,0.0,10090.90116564443,13313.703195499693,0.0,500.0,2.2426163277389742e-05,6.7278489832169214e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,100,90,0.0,0.0,13482.368997633364,18065.731154652167,0.0,488.0,2.9962880119763726e-05,8.988864035929118e-06,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,250,90,0.25555555555555554,0.9,15959.556076333038,20897.410847950952,0.0,183.72222222222223,3.5467390774510804e-05,1.064021723235324e-05,0.0,,,
ollama-mistral-latest,family4_codegen,250,90,0.25555555555555554,0.9,16201.372541221966,20823.885897802385,0.0,183.72222222222223,3.60046544585885e-05,1.080139633757655e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,250,90,0.2111111111111111,1.0,6480.891667544186,7972.47566670012,0.0,125.3,1.440325298157967e-05,4.3209758944739e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,250,90,0.06666666666666667,1.0,14311.959971245313,16101.434430949666,0.0,129.34444444444443,3.180609259349752e-05,9.541827778049255e-06,0.0,,,
ollama-llama2-latest,family4_codegen,250,90,0.022222222222222223,0.022222222222222223,13892.591726845258,21583.013071201276,0.0,142.13333333333333,3.087428684407941e-05,9.262286053223823e-06,0.0,,,
ollama-codellama-latest,family4_codegen,250,90,0.011111111111111112,0.044444444444444446,17361.24929582228,21218.152428646135,0.0,330.7111111111111,3.8582418245700305e-05,1.1574725473710089e-05,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,250,90,0.0,0.0,4414.020973100075,5790.29605830583,0.0,322.2,9.810688400469301e-06,2.943206520140791e-06,0.0,,,
ollama-qwen-latest,family4_codegen,250,90,0.0,0.0,6205.735855089087,6862.266333298612,0.0,8.0,1.3792198317213842e-05,4.137659495164152e-06,0.0,,,
ollama-gemma-latest,family4_codegen,250,90,0.0,1.0,13029.340537555738,13611.882687796606,0.0,44.03333333333333,2.8955885875259667e-05,8.686765762577898e-06,0.0,,,
ollama-llama3-latest,family4_codegen,250,90,0.0,0.0,17953.84576568839,20790.643893596643,0.0,294.26666666666665,3.9899164544591486e-05,1.1969749363377445e-05,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,500,90,0.3333333333333333,0.8,16218.438792155775,20745.317366150994,0.0,200.05555555555554,3.604256600649785e-05,1.0812769801949354e-05,0.0,,,
ollama-mistral-latest,family4_codegen,500,90,0.3333333333333333,0.8,17078.270224522,23502.572264398987,0.0,200.05555555555554,3.795320715030991e-05,1.1385962145092975e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,500,90,0.18888888888888888,1.0,6451.007633356414,7893.889443602529,0.0,132.03333333333333,1.4337169054344054e-05,4.301150716303217e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,500,90,0.13333333333333333,0.9777777777777777,14059.180713378173,15954.38723939842,0.0,136.36666666666667,3.124430381789153e-05,9.373291145367457e-06,0.0,,,
ollama-codellama-latest,family4_codegen,500,90,0.011111111111111112,0.011111111111111112,18016.239050988548,21228.619243599678,0.0,355.8333333333333,4.0037844771480724e-05,1.2011353431444217e-05,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,500,90,0.0,0.0,3959.7061301436042,5520.6507395421795,0.0,282.73333333333335,8.801042625546634e-06,2.6403127876639902e-06,0.0,,,
ollama-qwen-latest,family4_codegen,500,90,0.0,0.0,6073.52159581076,6389.530058698438,0.0,,1.3498384170443665e-05,4.049515251133099e-06,0.0,,,
ollama-gemma-latest,family4_codegen,500,90,0.0,1.0,13222.115777833582,14095.778037797572,0.0,49.1,2.93841911349106e-05,8.815257340473181e-06,0.0,,,
ollama-llama2-latest,family4_codegen,500,90,0.0,0.0,15174.421078343581,21948.106600000756,0.0,196.93333333333334,3.3722558945624194e-05,1.0116767683687257e-05,0.0,,,
ollama-llama3-latest,family4_codegen,500,90,0.0,0.0,17843.439175466807,19471.1541208002,0.0,297.3888888888889,3.965361303839185e-05,1.1896083911517555e-05,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,1000,90,0.15555555555555556,0.8666666666666667,14547.782846333092,18244.555066999237,0.0,165.3111111111111,3.232999360717406e-05,9.698998082152219e-06,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,1000,90,0.14444444444444443,0.9444444444444444,15865.76875276684,18275.69540624936,0.0,178.3111111111111,3.5258763924892806e-05,1.0577629177467842e-05,0.0,,,
ollama-mistral-latest,family4_codegen,1000,90,0.14444444444444443,0.9444444444444444,17033.558848188677,19731.70103765151,0.0,178.3111111111111,3.7853804038091245e-05,1.1356141211427376e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,1000,90,0.08888888888888889,0.9777777777777777,6240.500167577556,7139.2103435991885,0.0,114.95555555555555,1.3869402953424551e-05,4.160820886027366e-06,0.0,,,
ollama-llama2-latest,family4_codegen,1000,90,0.03333333333333333,0.03333333333333333,14032.477792566673,15399.739095501718,0.0,149.67777777777778,3.118485232408115e-05,9.355455697224344e-06,0.0,,,
