model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-deepseek-coder-latest,family3_forecast,20,90,0.0,0.0,1613.1102124436034,3442.4247042974457,0.0,241.76666666666668,3.5856208087741446e-06,1.0756862426322436e-06,0.0,,,
ollama-qwen-latest,family3_forecast,20,90,0.0,0.0,1765.7325903574626,3913.49949366413,0.0,87.3,3.9249045893375705e-06,1.1774713768012712e-06,0.0,,,
ollama-gemma-latest,family3_forecast,20,90,0.0,1.0,2944.404229118178,4944.171075010672,0.0,69.96666666666667,6.544122700417821e-06,1.9632368101253465e-06,0.0,601608.0666666667,1192326.1452904912,
ollama-llama3-latest,family3_forecast,20,90,0.0,0.06666666666666667,3117.3451439891423,4672.718717018142,0.0,95.95555555555555,6.928544254183985e-06,2.0785632762551954e-06,0.0,12235.333333333328,13086.252269929006,
ollama-codellama-latest,family3_forecast,20,90,0.0,0.5666666666666667,3185.988979636588,5278.677666676231,0.0,110.1,7.080996857520461e-06,2.124299057256138e-06,0.0,123347702.96078433,374680841.77134305,
ollama-llama2-latest,family3_forecast,20,90,0.0,0.0,4139.6146130023735,10456.577937630937,0.0,155.2,9.200189325825379e-06,2.7600567977476137e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family3_forecast,20,90,0.0,0.5888888888888889,4829.947684684561,8230.60443913564,0.0,310.25555555555553,1.073435647152125e-05,3.2203069414563746e-06,0.0,178092.7171698302,397021.09624080034,
ollama-qwen2.5-7b-instruct,family3_forecast,20,90,0.0,1.0,5155.652947630733,7180.014259880409,0.0,158.32222222222222,1.1457970002100041e-05,3.437391000630012e-06,0.0,618982.4333333335,1194321.992693848,
ollama-mistral-7b-instruct,family3_forecast,20,90,0.0,1.0,5978.455410168196,8536.196429468691,0.0,189.1888888888889,1.3286460073573066e-05,3.985938022071919e-06,0.0,53272.18777777776,104614.12881773328,
ollama-mistral-latest,family3_forecast,20,90,0.0,1.0,6637.035190303706,9743.132966384292,0.0,189.1888888888889,1.475003250998002e-05,4.425009752994006e-06,0.0,53272.18777777776,104614.12881773328,
ollama-deepseek-coder-latest,family3_forecast,100,90,0.0,0.0,2031.6766045832385,4019.1905776504427,0.0,159.07777777777778,4.5157991903754514e-06,1.3547397571126349e-06,0.0,,,
ollama-gemma-latest,family3_forecast,100,90,0.0,1.0,4563.143589792566,11378.034335444681,0.0,42.766666666666666,1.0141346474671312e-05,3.0424039424013932e-06,0.0,2667216.422222222,8035270.504694623,
ollama-llama3-latest,family3_forecast,100,90,0.0,0.37777777777777777,4996.235698673667,9838.893116847612,0.0,109.65555555555555,1.1103839337525254e-05,3.3311518012575767e-06,0.0,50587453.1862745,160925698.66278216,
ollama-qwen2.5-3b-instruct,family3_forecast,100,90,0.0,0.5111111111111111,5472.011409260125,10488.103783526456,0.0,227.56666666666666,1.2161316071569241e-05,3.648394821470772e-06,0.0,4194071.9205072457,11130397.976102598,
ollama-codellama-latest,family3_forecast,100,90,0.0,0.23333333333333334,6115.966646704409,12856.254099728538,0.0,121.03333333333333,1.359210257701509e-05,4.077630773104525e-06,0.0,89567.42857142857,128820.3438078082,
ollama-llama2-latest,family3_forecast,100,90,0.0,0.0,6354.618218535971,14020.258812326936,0.0,127.66666666666667,1.4122431393035843e-05,4.2367294179107534e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family3_forecast,100,90,0.0,1.0,7372.271359789495,13439.798454008995,0.0,162.0,1.6383841623405227e-05,4.915152487021569e-06,0.0,2667149.222222222,8035267.5132559575,
ollama-mistral-7b-instruct,family3_forecast,100,90,0.0,0.9666666666666667,8571.79519995633,15722.988597629592,0.0,187.56666666666666,1.904946271126804e-05,5.714838813380411e-06,0.0,224961.28689655173,716830.9458001656,
ollama-qwen-latest,family3_forecast,100,90,0.0,0.0,8628.225722319135,14284.677121136338,0.0,500.0,1.9174956092518717e-05,5.7524868277556145e-06,0.0,,,
ollama-mistral-latest,family3_forecast,100,90,0.0,0.9666666666666667,9004.078056973716,16447.239409876056,0.0,187.56666666666666,2.001014914389221e-05,6.003044743167663e-06,0.0,224961.28689655173,716830.9458001656,
ollama-deepseek-coder-latest,family3_forecast,250,90,0.0,0.0,3758.8658593025884,6030.3558063693345,0.0,167.13333333333333,8.35402148357189e-06,2.506206445071567e-06,0.0,,,
ollama-qwen-latest,family3_forecast,250,90,0.0,0.0,7681.901444391244,9007.84758774098,0.0,,1.7072004125229216e-05,5.121601237568766e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family3_forecast,250,90,0.0,1.0,10143.669540274681,10997.759945620783,0.0,154.35555555555555,2.254280969691023e-05,6.762842909073068e-06,0.0,1223456.4124999999,2247450.8346714713,
ollama-llama2-latest,family3_forecast,250,90,0.0,0.0,16451.074625484438,19134.407977061346,0.0,153.56666666666666,3.655901786457565e-05,1.0967705359372695e-05,0.0,,,
ollama-llama3-latest,family3_forecast,250,90,0.0,1.0,16706.056005952672,20048.323323228396,0.0,128.8,3.7125598184953036e-05,1.1137679455485907e-05,0.0,488843.5777777778,586358.5576466938,
ollama-gemma-latest,family3_forecast,250,90,0.0,0.8222222222222222,17353.492608309414,19556.651124963537,0.0,69.12222222222222,3.856436693994685e-05,1.1569310081984053e-05,0.0,509486.5666666667,619591.5137770027,
ollama-qwen2.5-7b-instruct,family3_forecast,250,90,0.0,1.0,19049.794475009872,23264.31886618957,0.0,216.63333333333333,4.2333948661270615e-05,1.2700184598381185e-05,0.0,488857.3888888889,586373.2455217032,
ollama-mistral-7b-instruct,family3_forecast,250,90,0.0,0.9333333333333333,19512.36024905617,25314.947750349525,0.0,202.5,4.3361806660068387e-05,1.3008541998020515e-05,0.0,3509495728.3725486,11776391423.35776,
ollama-codellama-latest,family3_forecast,250,90,0.0,0.022222222222222223,20021.63311579368,25138.341973349452,0.0,310.93333333333334,4.449362043202123e-05,1.3348086129606368e-05,0.0,460454.0,460454.0,
ollama-mistral-latest,family3_forecast,250,90,0.0,0.9333333333333333,22001.935235250534,27710.811928985637,0.0,202.5,4.889427971592183e-05,1.4668283914776545e-05,0.0,3509495728.3725486,11776391423.35776,
ollama-deepseek-coder-latest,family3_forecast,500,90,0.0,0.0,3919.589756372281,5959.669383056462,0.0,188.73333333333332,8.711174416827293e-06,2.6133523250481877e-06,0.0,,,
ollama-qwen-latest,family3_forecast,500,90,0.0,0.0,7701.276118510093,9019.96028551366,0.0,,1.7115103036068286e-05,5.134530910820485e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family3_forecast,500,90,0.0,1.0,8376.926582368711,10403.016162477434,0.0,140.64444444444445,1.8616505906103308e-05,5.584951771830992e-06,0.0,1241967.5909090913,2310643.964762201,
ollama-llama2-latest,family3_forecast,500,90,0.0,0.03333333333333333,16573.076345843987,19131.636316888034,0.0,154.8111111111111,3.683018057216829e-05,1.104905417165049e-05,0.0,154830.33333333334,154832.92123483014,
ollama-llama3-latest,family3_forecast,500,90,0.0,1.0,17393.142346240995,20541.31343746558,0.0,146.8,3.865250718875424e-05,1.1595752156626272e-05,0.0,747765.3777777777,1397141.318922368,
ollama-gemma-latest,family3_forecast,500,90,0.0,0.7888888888888889,17489.962649133264,19662.86991527304,0.0,73.64444444444445,3.886763777868768e-05,1.1660291333606301e-05,0.0,865795.4892473116,1632845.3379863445,
ollama-qwen2.5-7b-instruct,family3_forecast,500,90,0.0,0.9666666666666667,18695.680764778,24366.52473101858,0.0,208.27777777777777,4.1546989969827656e-05,1.2464096990948296e-05,0.0,981815.0919540231,1893424.1858864722,
ollama-codellama-latest,family3_forecast,500,90,0.0,0.044444444444444446,19253.86669442782,25289.8070104653,0.0,267.2111111111111,4.27874928035045e-05,1.283624784105135e-05,0.0,190085.58333333334,212767.43269373567,
ollama-mistral-latest,family3_forecast,500,90,0.0,0.9,20372.996614842366,27217.96311258804,0.0,196.61111111111111,4.5274415247374565e-05,1.3582324574212367e-05,0.0,127548279.17204304,384207496.1431282,
ollama-mistral-7b-instruct,family3_forecast,500,90,0.0,0.9,21062.527196792264,27585.407087253403,0.0,196.61111111111111,4.680676927464949e-05,1.4042030782394844e-05,0.0,127548279.17204304,384207496.1431282,
ollama-deepseek-coder-latest,family3_forecast,1000,90,0.0,0.03333333333333333,4131.5457643527125,6162.232245667838,0.0,216.43333333333334,9.182282003436361e-06,2.7546846010309087e-06,0.0,210395.33333333334,210395.33333333334,
