model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
openai-gpt-4.1-mini,family4_codegen,20,5,0.6,0.6,6191.436016862281,6984.381182817742,0.0,478.2,0.0001705426005130867,5.1162780153926015e-05,0.00101464,0.459375,0.007252236800000001,0.00304105919999999,,,
openai-o3-mini,family4_codegen,20,5,0.0,0.0,230.30564177315682,251.78584198001772,1.0,,5.154708495276501e-07,1.5464125485829503e-07,0.0,0.03125,0.004208051199999963,0.000805433599999994,,,
openai-gpt-4.1,family4_codegen,20,5,0.0,0.0,4787.74494160898,5107.525875070132,0.0,500.0,0.0008342919954399534,0.000250287598631986,0.0052476,0.009375,0.005434956800000013,0.000862080000000004,,,
openai-o3-mini,family4_codegen,100,5,0.0,0.0,372.85939157009125,632.9697161912918,1.0,,8.314829765684567e-07,2.49444892970537e-07,0.0,0.0,0.0035330047999999614,0.00042618879999999917,,,
openai-gpt-4.1,family4_codegen,100,5,0.0,0.0,5757.225725054741,7202.568375016563,0.0,500.0,0.0008464106749202895,0.00025392320247608687,0.008148800000000001,0.003125,0.00488255999999998,0.0005663328000000023,,,
openai-gpt-4.1-mini,family4_codegen,100,5,0.0,0.0,6451.483991392888,7564.031074987724,0.0,500.0,0.00017826461836525828,5.347938550957749e-05,0.0016297599999999998,0.05625,0.0050357119999999925,0.0007753008000000005,,,
openai-o3-mini,family4_codegen,250,5,0.0,0.0,402.49122520908713,872.8964172070845,1.0,,8.970006358932095e-07,2.6910019076796284e-07,0.0,0.021875,0.003121459199999954,0.00038704960000000567,,,
openai-gpt-4.1,family4_codegen,250,5,0.0,0.0,6835.107425181195,8548.114941781387,0.0,500.0,0.0008598774077325202,0.000257963222319756,0.0135908,0.003125,0.00506664959999994,0.0008194495999999995,,,
openai-gpt-4.1-mini,family4_codegen,250,5,0.0,0.0,6997.185550187714,8239.580491976812,0.0,500.0,0.00017954430219391048,5.386329065817315e-05,0.00271816,0.025,0.004647385599999998,0.0007105824000000038,,,
openai-gpt-4.1-mini,family4_codegen,500,5,0.4,0.4,5346.51529181283,6587.190966377966,0.0,431.8,0.00015342137263611955,4.602641179083586e-05,0.0044224799999999995,0.025,0.004984716800000055,0.0007124895999999992,,,
openai-o3-mini,family4_codegen,500,5,0.0,0.0,207.23425003234297,223.8699751906097,1.0,,4.630077801988574e-07,1.389023340596572e-07,0.0,0.003125,0.002894617599999938,0.0004933855999999959,,,
openai-gpt-4.1,family4_codegen,500,5,0.0,0.0,5906.1952251708135,6756.605325359851,0.0,500.0,0.0008482712273155179,0.0002544813681946554,0.022657999999999998,0.01875,0.004943359999999908,0.0005717536000000023,,,
openai-gpt-4.1-mini,family4_codegen,1000,5,0.6,0.6,5650.405399594456,6650.79804956913,0.0,397.6,0.0001429745927584056,4.2892377827521686e-05,0.00799656,0.009375,0.004523225599999981,0.0006009503999999999,,,
openai-o3-mini,family4_codegen,1000,5,0.0,0.0,230.28308316133916,243.87531594838947,1.0,,5.141953967394838e-07,1.5425861902184514e-07,0.0,0.0,0.0028440831999999804,0.0005003135999999964,,,
openai-gpt-4.1,family4_codegen,1000,5,0.0,0.0,7501.39923337847,11492.037158622405,0.0,500.0,0.0008682086834653003,0.0002604626050395901,0.04080199999999999,0.021875,0.004878643199999999,0.0006869823999999969,,,
