model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-deepseek-coder-latest,family1_qa,100,90,0.0,0.0,4726.526770342349,6748.7239559413865,0.0,387.9222222222222,1.0504700134390405e-05,3.151410040317121e-06,0.0,,,
ollama-gemma-latest,family1_qa,100,90,0.0,1.0,6130.385625910842,12714.827552612405,0.0,89.23333333333333,1.3624399395512628e-05,4.087319818653788e-06,0.0,97334.39333333334,171295.18985668768,
ollama-codellama-latest,family1_qa,100,90,0.0,0.5333333333333333,6799.3446269176075,13323.370945767965,0.0,131.2,1.511122322787334e-05,4.5333669683620025e-06,0.0,13545.525,17180.896590253953,
ollama-qwen2.5-7b-instruct,family1_qa,100,90,0.0,1.0,7072.237827277018,14612.729160743766,0.0,128.06666666666666,1.5717466089314007e-05,4.715239826794203e-06,0.0,48456.34566666666,126122.56414781176,
ollama-llama2-latest,family1_qa,100,90,0.0,0.0,8251.586286591677,15649.053835682571,0.0,178.37777777777777,1.8338234506641115e-05,5.501470351992333e-06,0.0,,,
ollama-mistral-7b-instruct,family1_qa,100,90,0.0,1.0,8711.649302323349,18390.540706564207,0.0,167.96666666666667,1.9360631017339365e-05,5.808189305201809e-06,0.0,22581.601666666662,69425.51501509428,
ollama-mistral-latest,family1_qa,100,90,0.0,1.0,8721.355775032296,18558.79152501002,0.0,167.96666666666667,1.9382034953419213e-05,5.814610486025763e-06,0.0,22581.601666666662,69425.51501509428,
ollama-qwen-latest,family1_qa,100,90,0.0,0.0,11297.909559772557,15588.388162478803,0.0,500.0,2.510848444388258e-05,7.532545333164774e-06,0.0,,,
ollama-deepseek-coder-latest,family1_qa,250,90,0.0,0.0,4345.736069446947,6477.146098110825,0.0,217.56666666666666,9.658413967829195e-06,2.8975241903487574e-06,0.0,,,
ollama-qwen-latest,family1_qa,250,90,0.0,0.0,8430.167443131924,10363.492358161599,0.0,79.0,1.8735193301633553e-05,5.620557990490066e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,250,90,0.0,1.0,8919.625303234594,9874.494364357088,0.0,147.2888888888889,1.9822774154687103e-05,5.946832246406132e-06,0.0,1031302.0499999998,1990282.9980501693,
ollama-llama3-latest,family1_qa,250,90,0.0,0.9666666666666667,17023.79245967087,18670.779951789882,0.0,135.0888888888889,3.783218964599876e-05,1.1349656893799627e-05,0.0,251438.6344827587,285657.2211433643,
ollama-gemma-latest,family1_qa,250,90,0.0,0.8666666666666667,17043.970533827734,18604.135409917217,0.0,60.01111111111111,3.7877360154100435e-05,1.136320804623013e-05,0.0,249810.6746666667,283084.4373640299,
ollama-llama2-latest,family1_qa,250,90,0.0,0.08888888888888889,17428.79705050339,20152.77847952675,0.0,149.1888888888889,3.873230996924564e-05,1.161969299077369e-05,0.0,222331.575,266029.89053088566,
ollama-codellama-latest,family1_qa,250,90,0.0,0.06666666666666667,19935.42593879263,25461.390979611315,0.0,284.8666666666667,4.43030818736062e-05,1.3290924562081857e-05,0.0,176856.46666666667,233780.8985047039,
ollama-mistral-7b-instruct,family1_qa,250,90,0.0,0.9,20378.345417590914,27208.728787151627,0.0,185.85555555555555,4.528689237314384e-05,1.3586067711943149e-05,0.0,2210476606.8705883,4435100160.828213,
ollama-mistral-latest,family1_qa,250,90,0.0,0.9,20381.010963902292,26827.799006144047,0.0,185.85555555555555,4.5294271747253765e-05,1.3588281524176132e-05,0.0,2210476606.8705883,4435100160.828213,
ollama-qwen2.5-7b-instruct,family1_qa,250,90,0.0,0.9333333333333333,20395.527855547454,24395.917070831638,0.0,187.9111111111111,4.532516121596789e-05,1.3597548364790368e-05,0.0,494155.9703571429,1270389.6497879685,
ollama-deepseek-coder-latest,family1_qa,500,90,0.0,0.0,4214.359348569997,6545.78269389458,0.0,201.05555555555554,9.366431206599991e-06,2.809929361979998e-06,0.0,,,
ollama-qwen-latest,family1_qa,500,90,0.0,0.0,8669.221145913212,10375.080684816927,0.0,,1.9266370574579626e-05,5.779911172373888e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,500,90,0.0,1.0,8945.211515759325,9382.942091859877,0.0,147.36666666666667,1.987961551107716e-05,5.963884653323147e-06,0.0,644941.6222222223,1051510.715360944,
ollama-llama3-latest,family1_qa,500,90,0.0,0.8666666666666667,16839.01182591087,18406.49888116168,0.0,123.93333333333334,3.7421934470165256e-05,1.122658034104958e-05,0.0,207381.5538461538,249375.77649776774,
ollama-gemma-latest,family1_qa,500,90,0.0,0.9333333333333333,16964.670325983832,18291.581131285056,0.0,53.94444444444444,3.7702572793318574e-05,1.131077183799557e-05,0.0,215737.97534246577,256107.8193534464,
ollama-llama2-latest,family1_qa,500,90,0.0,0.03333333333333333,18472.274827791585,26237.231443449855,0.0,191.93333333333334,4.1052668001314636e-05,1.2315800400394392e-05,0.0,404702.4000000001,404702.4,
ollama-mistral-7b-instruct,family1_qa,500,90,0.0,0.9666666666666667,19338.057749537336,24999.141599750146,0.0,154.9111111111111,4.2975205473158806e-05,1.2892561641947642e-05,0.0,622449559.1,872891013.7831229,
ollama-mistral-latest,family1_qa,500,90,0.0,0.9666666666666667,19656.489655654877,25412.434548023157,0.0,154.9111111111111,4.3683698943910305e-05,1.3105109683173094e-05,0.0,622449559.1,872891013.7831229,
ollama-qwen2.5-7b-instruct,family1_qa,500,90,0.0,0.9666666666666667,20425.194876873866,25462.821429478936,0.0,185.16666666666666,4.539308178341635e-05,1.3617924535024905e-05,0.0,476854.2988505749,1325163.1109293562,
ollama-codellama-latest,family1_qa,500,90,0.0,0.0,22600.960118496892,25642.10294173099,0.0,390.8,5.022740277083966e-05,1.5068220831251897e-05,0.0,,,
ollama-deepseek-coder-latest,family1_qa,1000,90,0.0,0.0,4225.89592872084,6366.8829731526785,0.0,202.61111111111111,9.392134689488992e-06,2.817640406846698e-06,0.0,,,
ollama-qwen-latest,family1_qa,1000,90,0.0,0.0,8663.384089349873,9536.806979123503,0.0,95.0,1.925362346249884e-05,5.776087038749649e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,1000,90,0.0,1.0,8993.168720289961,9594.458806188777,0.0,155.5222222222222,1.998618272544859e-05,5.995854817634576e-06,0.0,3360184.125,5309793.383221152,
ollama-llama3-latest,family1_qa,1000,90,0.0,0.9333333333333333,17075.564812074623,19016.51333560003,0.0,122.5,3.794789578753796e-05,1.1384368736261387e-05,0.0,219607.31428571427,268510.0371600659,
ollama-llama2-latest,family1_qa,1000,90,0.0,0.07777777777777778,17467.715787913443,20309.64444981655,0.0,148.84444444444443,3.882085397802282e-05,1.1646256193406843e-05,0.0,241853.54285714283,297755.1850010244,
ollama-gemma-latest,family1_qa,1000,90,0.0,0.9,17489.600352309128,18933.29182137968,0.0,62.522222222222226,3.88694835034171e-05,1.1660845051025131e-05,0.0,227930.85185185185,274755.9309614235,
ollama-mistral-7b-instruct,family1_qa,1000,90,0.0,0.9666666666666667,19337.651131954044,24297.129231109284,0.0,160.14444444444445,4.297435346918888e-05,1.2892306040756662e-05,0.0,707913987.1142857,933063371.2794489,
ollama-mistral-latest,family1_qa,1000,90,0.0,0.9666666666666667,19600.584313477804,24362.356142117642,0.0,160.14444444444445,4.355949760751681e-05,1.3067849282255045e-05,0.0,707913987.1142857,933063371.2794489,
ollama-qwen2.5-7b-instruct,family1_qa,1000,90,0.0,1.0,20725.1878999303,26196.719406102784,0.0,210.7,4.605812504974987e-05,1.381743751492496e-05,0.0,654892.4066666666,1466155.889785768,
ollama-codellama-latest,family1_qa,1000,90,0.0,0.022222222222222223,21600.498425895865,26288.732466404326,0.0,328.18888888888887,4.800424144601903e-05,1.4401272433805709e-05,0.0,223853.6,223853.6,
