model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
openai-gpt-4.1,family3_forecast,20,5,0.2,0.6,7203.109216596931,14084.743641573003,0.0,444.4,0.0007783585557057585,0.00023350756671172753,0.004770399999999999,0.009375,0.005909555200000005,0.0008731199999999995,15186.266666666663,24632.305734813643,
openai-o3-mini,family3_forecast,20,5,0.0,0.0,251.20749999769032,378.045383002609,1.0,,5.620601901535975e-07,1.686180570460792e-07,0.0,0.021875,0.004294579199999937,0.0009106527999999892,,,
openai-gpt-4.1-mini,family3_forecast,20,5,0.0,0.0,7004.562599794008,8333.403949579224,0.0,500.0,0.00017956144279899724,5.3868432839699175e-05,0.0010430399999999999,0.428125,0.006989529600000011,0.002695406399999997,,,
openai-gpt-4.1,family3_forecast,100,5,0.2,1.0,5542.288724798709,6685.112633253448,0.0,457.2,0.0007774259049769178,0.00023322777149307537,0.007776400000000001,0.0125,0.005492966400000032,0.0005735072000000007,80142.32000000002,139229.35167493962,
openai-o3-mini,family3_forecast,100,5,0.0,0.0,195.6022917991504,242.6992336055264,1.0,,4.3736804939493755e-07,1.3121041481848123e-07,0.0,0.0,0.003253683200000035,0.00041910080000001073,,,
openai-gpt-4.1-mini,family3_forecast,100,5,0.0,0.0,6004.467508196831,6260.6772078201175,0.0,500.0,0.00017721723834628628,5.316517150388588e-05,0.0016237600000000001,0.046875,0.005285580800000034,0.0006479839999999959,,,
openai-o3-mini,family3_forecast,250,5,0.0,0.0,200.8747332263738,229.12904941476882,1.0,,4.487363771379735e-07,1.3462091314139206e-07,0.0,0.0,0.002891750399999937,0.0003067168000000009,,,
openai-gpt-4.1,family3_forecast,250,5,0.0,0.2,5305.741325207055,5880.732108419761,0.0,495.4,0.0008336359199864862,0.0002500907759959459,0.013526000000000002,0.003125,0.005132543999999984,0.0006861247999999986,397381.99999999994,397381.99999999994,
openai-gpt-4.1-mini,family3_forecast,250,5,0.0,0.0,6215.486591588706,6512.754724361002,0.0,500.0,0.00017771206842294543,5.331362052688362e-05,0.00271256,0.028125,0.0048949248,0.0006072031999999949,,,
openai-o3-mini,family3_forecast,500,5,0.0,0.0,253.87061678338796,293.8128336565569,1.0,,5.662746910741954e-07,1.6988240732225861e-07,0.0,0.0,0.0025357312000000133,0.00034900800000000064,,,
openai-gpt-4.1,family3_forecast,500,5,0.0,0.0,5193.39520803187,5692.090725060552,0.0,500.0,0.0008393600679448993,0.0002518080203834698,0.0226612,0.01875,0.004762060800000034,0.0005509823999999997,,,
openai-gpt-4.1-mini,family3_forecast,500,5,0.0,0.2,6203.1231415923685,7671.253091585822,0.0,485.6,0.0001729839739939558,5.189519219818674e-05,0.0045092000000000005,0.025,0.00487409919999997,0.0006862303999999985,44912.0,44912.0,
openai-o3-mini,family3_forecast,1000,5,0.0,0.0,234.79270862881094,252.51073399558663,1.0,,5.240221032386275e-07,1.5720663097158826e-07,0.0,0.00625,0.002661043200000002,0.0004181632000000046,,,
openai-gpt-4.1-mini,family3_forecast,1000,5,0.0,0.0,7457.479008194059,8940.894524822943,0.0,500.0,0.00018062297338477273,5.4186892015431815e-05,0.008162800000000001,0.003125,0.004950758399999988,0.0006913471999999976,,,
openai-gpt-4.1,family3_forecast,1000,5,0.0,0.2,8110.7657165965065,11086.120183602907,0.0,481.4,0.0008470143333064457,0.00025410429999193375,0.0406652,0.021875,0.004786431999999996,0.0007003519999999985,8031.600000000006,8031.600000000006,
