model_id,family,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen2.5-7b-instruct,family1_qa,450,0.25333333333333335,0.9911111111111112,14473.710960089229,22679.501791880466,0.0,169.42444444444445,3.216647503326495e-05,9.649942509979487e-06,0.0,-0.6297222222222222,0.0014785422222222265,0.0021623806577777756,467008.5375,1498694.4647024928,
ollama-gemma-latest,family1_qa,450,0.09333333333333334,0.9088888888888889,15048.097291587748,21569.710566906724,0.0,104.47777777777777,3.344322176685531e-05,1.0032966530056595e-05,0.0,-0.7506944444444444,0.0015677895111111282,0.002526275128888916,453956453.97125006,4699326202.163112,
ollama-mistral-7b-instruct,family1_qa,450,0.03333333333333333,0.9577777777777777,16352.524094007806,27378.437535720874,0.0,191.78666666666666,3.634296488820359e-05,1.0902889466461078e-05,0.0,-1.164236111111111,0.001642029511111092,0.003837209315555548,193813887733.2143,1198406675968.74,
ollama-mistral-latest,family1_qa,450,0.03333333333333333,0.9577777777777777,16910.46261963486,28834.415792056825,0.0,191.78666666666666,3.758191017001328e-05,1.1274573051003982e-05,0.0,-0.8703472222222223,0.001536969386666611,0.002691656817777799,193813887733.2143,1198406675968.74,
ollama-deepseek-coder-latest,family1_qa,450,0.0,0.02,3247.772226869646,6350.762316910549,0.0,167.22666666666666,7.218682192355122e-06,2.1656046577065364e-06,0.0,-0.06645833333333333,0.0013319463822222212,0.0005894883555555295,1261.5,1268.4393954777659,
ollama-qwen2.5-3b-instruct,family1_qa,450,0.0,0.9844444444444445,6650.065732730242,9652.747029194143,0.0,159.1822222222222,1.4779326161422406e-05,4.433797848426722e-06,0.0,-0.1564236111111111,0.001327471502222218,0.000582703359999999,766990.593639576,2086949.7172421135,
ollama-qwen-latest,family1_qa,450,0.0,0.0,7455.144618380194,14381.634214927906,0.0,170.68275862068967,1.656858590877574e-05,4.970575772632721e-06,0.0,-0.24284722222222221,0.0013027100444444764,0.0008738451911110998,,,
ollama-llama3-latest,family1_qa,450,0.0,0.7933333333333333,11956.977005071627,18741.95943566737,0.0,97.34222222222222,2.657447002565617e-05,7.972341007696852e-06,0.0,-0.9246527777777778,0.001573646791111136,0.003071345777777789,24698.013168067224,77772.96213590774,
ollama-llama2-latest,family1_qa,450,0.0,0.03777777777777778,13927.277200005225,21585.32960237935,0.0,198.48552338530067,3.095136190874671e-05,9.285408572624011e-06,0.0,-0.4090625,0.0013648145066665525,0.0011647476622222343,6364.588235294118,7394.233953879596,
ollama-codellama-latest,family1_qa,450,0.0,0.19555555555555557,16375.934239645074,26050.998851738404,0.0,298.3288888888889,3.6393034042673705e-05,1.0917910212802112e-05,0.0,-0.4430208333333333,0.001445696853333563,0.0013727061333333602,92288.04545454546,181839.3703237208,
