model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen2.5-7b-instruct,family1_qa,20,90,0.6666666666666666,1.0,4680.282599546223,6596.568122413009,0.0,127.56666666666666,1.0402174712797603e-05,3.1206524138392806e-06,0.0,842.7333333333333,4386.0782254766045,
ollama-gemma-latest,family1_qa,20,90,0.16666666666666666,0.9666666666666667,6889.185090244024,10369.189549714793,0.0,172.88888888888889,1.5312262497544038e-05,4.593678749263211e-06,0.0,1885286197.3558624,9852237176.491692,
ollama-mistral-latest,family1_qa,20,90,0.13333333333333333,1.0,6451.240170374513,9278.392576880287,0.0,179.93333333333334,1.4337897275174401e-05,4.30136918255232e-06,0.0,38935.53333333333,126277.76008492813,
ollama-mistral-7b-instruct,family1_qa,20,90,0.13333333333333333,1.0,6781.462332885712,9732.895631424617,0.0,179.93333333333334,1.5073878763252203e-05,4.52216362897566e-06,0.0,38935.53333333333,126277.76008492813,
ollama-qwen-latest,family1_qa,20,90,0.0,0.0,776.2907125314491,1788.8457746594213,0.0,13.2,1.7262615255548961e-06,5.178784576664689e-07,0.0,,,
ollama-deepseek-coder-latest,family1_qa,20,90,0.0,0.0,1037.347897175803,1993.724187440239,0.0,120.7,2.306777948517658e-06,6.920333845552972e-07,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,20,90,0.0,1.0,2593.690303619951,3448.1335146469064,0.0,150.86666666666667,5.765188783084901e-06,1.7295566349254698e-06,0.0,8254.766666666666,11258.051387044445,
ollama-llama3-latest,family1_qa,20,90,0.0,0.0,2831.817793463253,4405.0564794568345,0.0,78.96666666666667,6.294997299731392e-06,1.8884991899194175e-06,0.0,,,
ollama-codellama-latest,family1_qa,20,90,0.0,0.0,5983.196796306099,8961.096122919116,0.0,216.16666666666666,1.329757966620403e-05,3.989273899861208e-06,0.0,,,
ollama-llama2-latest,family1_qa,20,90,0.0,0.0,6713.540675416071,12585.770216688976,0.0,244.6888888888889,1.4920959060346116e-05,4.476287718103836e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family1_qa,100,90,0.6,1.0,7502.487850000358,14961.728029034566,0.0,145.85555555555555,1.6673763531499915e-05,5.002129059449974e-06,0.0,14328.166666666666,35430.89932201364,
ollama-gemma-latest,family1_qa,100,90,0.3,0.9,9527.545582906654,18553.75372073613,0.0,149.83333333333334,2.1174668251030657e-05,6.352400475309197e-06,0.0,149232046.6956522,715620753.8458048,
ollama-mistral-latest,family1_qa,100,90,0.03333333333333333,1.0,9715.426720808156,17938.683520560153,0.0,186.0222222222222,2.159158027263894e-05,6.47747408179168e-06,0.0,61352.188888888886,129006.44581609091,
ollama-mistral-7b-instruct,family1_qa,100,90,0.03333333333333333,1.0,9934.117369428794,18526.582385669462,0.0,186.0222222222222,2.2079875181757113e-05,6.6239625545271305e-06,0.0,61352.188888888886,129006.44581609091,
ollama-deepseek-coder-latest,family1_qa,100,90,0.0,0.03333333333333333,2435.5477999766463,6617.310024960898,0.0,169.7888888888889,5.413792436378437e-06,1.6241377309135309e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,100,90,0.0,0.9666666666666667,4275.357996744828,7820.540081337093,0.0,190.23333333333332,9.502308010438244e-06,2.850692403131472e-06,0.0,39671.51724137931,79694.66268671301,
ollama-llama3-latest,family1_qa,100,90,0.0,0.9666666666666667,4633.178128640995,9757.141922903247,0.0,80.88888888888889,1.029748234656729e-05,3.089244703970187e-06,0.0,68917.84713793102,154020.64975278225,
ollama-llama2-latest,family1_qa,100,90,0.0,0.0,8894.0598912356,16383.347068913281,0.0,189.3,1.976614151863996e-05,5.929842455591987e-06,0.0,,,
ollama-codellama-latest,family1_qa,100,90,0.0,0.9333333333333333,9674.38160929984,16877.688960451633,0.0,229.2,2.1500268672574603e-05,6.45008060177238e-06,0.0,96237.78571428571,186105.29940293785,
ollama-qwen-latest,family1_qa,100,90,0.0,0.0,10006.41971025616,15676.578245253768,0.0,500.0,2.2238115382593934e-05,6.67143461477818e-06,0.0,,,
ollama-deepseek-coder-latest,family1_qa,250,90,0.0,0.0,4253.672906489939,6535.720247565769,0.0,195.9777777777778,9.453961326563181e-06,2.836188397968954e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,250,90,0.0,1.0,8768.436187433286,9625.173546141014,0.0,151.96666666666667,1.948677236792582e-05,5.8460317103777475e-06,0.0,3191486.714285714,4649973.874490218,
ollama-qwen-latest,family1_qa,250,90,0.0,0.0,8946.62926946508,11180.161004466936,0.0,89.0,1.988320028676896e-05,5.964960086030687e-06,0.0,,,
ollama-llama3-latest,family1_qa,250,90,0.0,1.0,17923.44170142379,20707.86001599626,0.0,110.68888888888888,3.9834750649202775e-05,1.1950425194760832e-05,0.0,6549.133333333333,9165.34301958561,
ollama-llama2-latest,family1_qa,250,90,0.0,0.0,18317.29058379359,21714.64477047557,0.0,171.8988764044944,4.0706916812126854e-05,1.2212075043638056e-05,0.0,,,
ollama-qwen2.5-7b-instruct,family1_qa,250,90,0.0,0.9666666666666667,19869.07721667085,22691.43287317129,0.0,189.55555555555554,4.4155121815233275e-05,1.3246536544569983e-05,0.0,677761.0689655172,1774789.713866045,
ollama-gemma-latest,family1_qa,250,90,0.0,0.9,20293.868427299378,21953.67103572935,0.0,64.06666666666666,4.510095574185047e-05,1.353028672255514e-05,0.0,6910.72,9763.058328208432,
ollama-codellama-latest,family1_qa,250,90,0.0,0.011111111111111112,21356.63483523919,26135.316737624817,0.0,316.8333333333333,4.746103902913824e-05,1.423831170874147e-05,0.0,2391.0,2391.0,
ollama-mistral-7b-instruct,family1_qa,250,90,0.0,0.8666666666666667,21509.867249111023,27905.959978536703,0.0,193.2,4.7803250704239666e-05,1.43409752112719e-05,0.0,1082497240.5263157,3046656848.832068,
ollama-mistral-latest,family1_qa,250,90,0.0,0.8666666666666667,22017.10885279398,28834.415792056825,0.0,193.2,4.892927860400778e-05,1.4678783581202335e-05,0.0,1082497240.5263157,3046656848.832068,
ollama-deepseek-coder-latest,family1_qa,500,90,0.0,0.03333333333333333,4424.5758570265025,6279.377071047202,0.0,197.92222222222222,9.833714968968948e-06,2.950114490690684e-06,0.0,1129.0,1129.0,
ollama-qwen-latest,family1_qa,500,90,0.0,0.0,8557.242593521045,9663.279689126648,0.0,254.5,1.9017687677284865e-05,5.705306303185459e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,500,90,0.0,1.0,8800.983308322935,9982.733610388821,0.0,154.14444444444445,1.9559046555983946e-05,5.867713966795184e-06,0.0,1625592.1714285715,2900733.176097174,
ollama-llama3-latest,family1_qa,500,90,0.0,1.0,17146.21851945865,20877.59136427194,0.0,106.93333333333334,3.81075126099575e-05,1.1432253782987252e-05,0.0,8963.2,12201.187057003921,
ollama-llama2-latest,family1_qa,500,90,0.0,0.12222222222222222,17899.948619463896,24368.03128105821,0.0,196.04444444444445,3.977943831248767e-05,1.19338314937463e-05,0.0,4340.454545454545,4909.083093428122,
ollama-gemma-latest,family1_qa,500,90,0.0,0.8777777777777778,19348.286685218205,21493.190285447054,0.0,66.58888888888889,4.299933799768419e-05,1.289980139930526e-05,0.0,9430.986301369863,12940.520912214162,
