model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
openai-gpt-4.1-mini,family2_anomaly,20,30,1.0,1.0,3137.219640306042,4052.674239728366,0.0,150.53333333333333,5.6468000953744166e-05,1.6940400286123252e-05,0.0005578933333333334,0.08489583333333334,0.005448447999999928,0.0011362943999999986,,,1.0
openai-gpt-4.1,family2_anomaly,20,30,0.7666666666666667,1.0,3188.789173545471,4297.472504113101,0.0,176.96666666666667,0.0003139499623869073,9.41849887160722e-05,0.0030009333333333326,0.0015625,0.005167001600000039,0.0007521162666666673,,,0.289308176100629
openai-o3-mini,family2_anomaly,20,30,0.0,0.0,249.32656372742107,372.77628747979173,1.0,,5.569486952672849e-07,1.6708460858018543e-07,0.0,0.0010416666666666667,0.003418419199999967,0.0005177728000000011,,,0.0
openai-gpt-4.1-mini,family2_anomaly,100,30,1.0,1.0,3088.9556583288745,3706.0227535199365,0.0,152.43333333333334,5.697484568114134e-05,1.70924537043424e-05,0.0014561599999999995,0.0026041666666666665,0.004833988266666648,0.0005342341333333315,,,1.0
openai-gpt-4.1,family2_anomaly,100,30,0.9333333333333333,1.0,4113.15029852946,6464.162249874788,0.0,197.13333333333333,0.00035674230281574026,0.00010702269084472208,0.007638399999999999,0.0,0.004662886400000025,0.0004739477333333279,,,0.3218390804597701
openai-o3-mini,family2_anomaly,100,30,0.0,0.0,226.29518470494077,319.065535714617,1.0,,5.054153177781751e-07,1.5162459533345254e-07,0.0,0.0,0.002994722133333205,0.000461259733333332,,,0.0
openai-gpt-4.1-mini,family2_anomaly,250,30,1.0,1.0,3801.6458624741063,5791.7784628109075,0.0,174.83333333333334,6.595445381441809e-05,1.9786336144325425e-05,0.0031821200000000005,0.0026041666666666665,0.0043573589333333555,0.0004919807999999979,,,1.0
openai-gpt-4.1,family2_anomaly,250,30,0.9666666666666667,1.0,5046.419077735239,6976.694572751875,0.0,230.4,0.0004199368799541733,0.00012598106398625203,0.016355133333333334,0.0,0.00412823893333328,0.0004899978666666694,,,0.4915254237288135
openai-o3-mini,family2_anomaly,250,30,0.0,0.0,239.07423892524093,334.53076234436594,1.0,,5.336928575904824e-07,1.6010785727714466e-07,0.0,0.0,0.0028250111999999087,0.00046702293333333124,,,0.0
openai-gpt-4.1-mini,family2_anomaly,500,30,1.0,1.0,5136.180823661077,9370.464998134408,0.0,172.8,6.841867087018149e-05,2.0525601261054448e-05,0.0059958,0.0015625,0.004437128533333349,0.0004549077333333281,,,1.0
openai-gpt-4.1,family2_anomaly,500,30,1.0,1.0,7401.084205570321,14272.003562562162,0.0,228.23333333333332,0.0004443971957715277,0.00013331915873145828,0.030422466666666665,0.0,0.004418764799999942,0.0005418474666666709,,,1.0
openai-o3-mini,family2_anomaly,500,30,0.0,0.0,227.70677501879013,288.14466440235265,1.0,,5.083753431528669e-07,1.5251260294586006e-07,0.0,0.0010416666666666667,0.002780706133333292,0.0004343882666666669,,,0.0
openai-gpt-4.1-mini,family2_anomaly,1000,30,0.9666666666666667,1.0,4706.336813885719,7738.550318754274,0.0,172.9,6.744102230609743e-05,2.0232306691829226e-05,0.011571546666666665,0.0,0.00398573226666672,0.00042004800000000066,,,0.4915254237288135
openai-gpt-4.1,family2_anomaly,1000,30,0.9666666666666667,1.0,9466.91379302259,18345.08253310341,0.0,246.5,0.0004994628865372995,0.00014983886596118987,0.058446533333333335,0.0,0.004572962133333528,0.00043439466666666724,,,0.4915254237288135
openai-o3-mini,family2_anomaly,1000,30,0.0,0.0,230.55936527671292,286.8090250645764,1.0,,5.144154428583041e-07,1.543246328574912e-07,0.0,0.0,0.002458043733333663,0.00034977813333333756,,,0.0
