model_id,family,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,avg_mem_rss_delta_mb,avg_cpu_user_s_delta,avg_cpu_system_s_delta,numeric_mae,numeric_rmse,anomaly_f1_macro
openai-gpt-4.1-mini,family2_anomaly,150,0.9933333333333333,1.0,3974.0677597311637,6834.634193422969,0.0,164.7,6.30513987251165e-05,1.891541961753495e-05,0.004552704000000001,0.018333333333333333,0.0046125312,0.0006074930133333314,,,0.4983277591973244
openai-gpt-4.1,family2_anomaly,150,0.9266666666666666,1.0,5843.271309680616,12728.635010292048,0.0,215.84666666666666,0.00040689784549312964,0.00012206935364793887,0.023172693333333334,0.0003125,0.004589970773333363,0.0005384608000000005,,,0.3206459054209919
openai-o3-mini,family2_anomaly,150,0.0,0.0,234.59242553062117,325.7250269525684,1.0,,5.237695313294226e-07,1.571308593988268e-07,0.0,0.0004166666666666667,0.002895380480000007,0.00044604437333333374,,,0.0
