model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-gemma-latest,family4_codegen,250,90,0.0,0.6333333333333333,15654.526583411563,32932.38446250761,0.0,222.17777777777778,3.478962458344016e-05,1.0436887375032046e-05,0.0,,,
ollama-qwen-latest,family4_codegen,250,90,0.0,0.0,15850.070793521203,25083.726941855275,0.0,471.48275862068965,3.5224199251013604e-05,1.056725977530408e-05,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,250,90,0.0,0.8333333333333334,16057.705310677477,31141.23271219869,0.0,338.1666666666667,3.5685671614627195e-05,1.0705701484388158e-05,0.0,,,
ollama-codellama-latest,family4_codegen,250,90,0.0,0.0,19364.94854767807,35833.468714250186,0.0,362.2,4.3035004032498e-05,1.2910501209749399e-05,0.0,,,
ollama-mistral-latest,family4_codegen,250,90,0.0,0.8333333333333334,26280.542665742298,71447.74544359822,0.0,338.1666666666667,5.840342685415749e-05,1.7521028056247247e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,500,90,0.5555555555555556,0.6888888888888889,11813.106927398863,26240.411346199107,0.0,354.4,2.625294051218795e-05,7.875882153656386e-06,0.0,,,
ollama-llama2-latest,family4_codegen,500,90,0.03333333333333333,0.03333333333333333,13391.593813410469,16516.136932978407,0.0,125.33333333333333,2.97607022845312e-05,8.928210685359358e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,500,90,0.03333333333333333,0.43333333333333335,26643.679989356962,53917.37140419282,0.0,456.9,5.920984277344228e-05,1.7762952832032683e-05,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,500,90,0.0,0.0,6950.102699086872,17299.111687651017,0.0,101.66666666666667,1.5446262901928496e-05,4.6338788705785485e-06,0.0,,,
ollama-qwen-latest,family4_codegen,500,90,0.0,0.0,17133.296500462005,45215.4496126488,0.0,500.0,3.80756888576616e-05,1.1422706657298478e-05,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,500,90,0.0,0.7888888888888889,25969.195418479892,58407.84540831082,0.0,342.3333333333333,5.7711087879119336e-05,1.73133263637358e-05,0.0,,,
ollama-codellama-latest,family4_codegen,500,90,0.0,0.0,26513.013916199106,64985.36043521308,0.0,211.26666666666668,5.89195183067846e-05,1.7675855492035383e-05,0.0,,,
ollama-gemma-latest,family4_codegen,500,90,0.0,0.0,27426.7309629782,28384.192106382397,0.0,28.066666666666666,6.094992548759176e-05,1.828497764627753e-05,0.0,,,
ollama-llama3-latest,family4_codegen,500,90,0.0,0.0,31104.52215190194,33517.42279839964,0.0,255.61111111111111,6.912293902818421e-05,2.0736881708455263e-05,0.0,,,
ollama-mistral-latest,family4_codegen,500,90,0.0,0.7444444444444445,59847.67529167972,176352.2473456469,0.044444444444444446,342.66279069767444,0.00013299780172867101,3.989934051860129e-05,0.0,,,
ollama-codellama-latest,family4_codegen,1000,90,0.9444444444444444,0.9555555555555556,73988.47193330002,75400.99394793651,0.0,494.26666666666665,0.00016442038418842681,4.932611525652806e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,1000,90,0.5555555555555556,0.6333333333333333,23245.83241338001,57080.2253332964,0.0,374.9555555555556,5.165891440108432e-05,1.5497674320325294e-05,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,1000,90,0.14444444444444443,0.24444444444444444,45230.30193293266,103630.67482514598,0.0,473.0,0.00010051355156536007,3.0154065469608023e-05,0.0,,,
ollama-llama2-latest,family4_codegen,1000,90,0.03333333333333333,0.03333333333333333,14230.663523643227,16842.360432975693,0.0,155.0,3.162543774839941e-05,9.487631324519822e-06,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,1000,90,0.0,0.0,16695.227500054818,19952.137108310126,0.0,130.88888888888889,3.710206328621706e-05,1.1130618985865114e-05,0.0,,,
ollama-gemma-latest,family4_codegen,1000,90,0.0,0.0,27637.83241670139,28793.179112509824,0.0,27.766666666666666,6.141908387942815e-05,1.842572516382844e-05,0.0,,,
ollama-llama3-latest,family4_codegen,1000,90,0.0,0.0,33382.67874865496,38861.57864185952,0.0,278.0,7.41854323333073e-05,2.2255629699992185e-05,0.0,,,
ollama-qwen-latest,family4_codegen,1000,90,0.0,0.0,37651.31033890518,104292.91893474583,0.0,500.0,8.367125533592334e-05,2.5101376600777e-05,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,1000,90,0.0,0.8444444444444444,52611.126605543854,139474.80944824783,0.0,309.7111111111111,0.00011691542874865834,3.5074628624597495e-05,0.0,,,
ollama-mistral-latest,family4_codegen,1000,90,0.0,0.8111111111111111,62579.91541155562,174095.85406074618,0.044444444444444446,307.4186046511628,0.00013906846325488552,4.172053897646565e-05,0.0,,,
