model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-gemma-latest,family4_codegen,20,90,0.5,0.5666666666666667,10276.23585274236,20939.38552309118,0.0,227.46666666666667,2.2838508880549157e-05,6.851552664164748e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,20,90,0.03333333333333333,0.03333333333333333,5870.518564388233,6668.8522288081,0.0,489.8,1.3047671893280729e-05,3.9143015679842195e-06,0.0,,,
ollama-qwen-latest,family4_codegen,20,90,0.0,0.06666666666666667,1304.9080662494007,6991.968079350772,0.0,62.28888888888889,2.9020629019863234e-06,8.706188705958966e-07,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,20,90,0.0,0.0,2995.0543000107346,3436.2256270527723,0.0,486.31111111111113,6.657890087163185e-06,1.997367026148955e-06,0.0,,,
ollama-llama2-latest,family4_codegen,20,90,0.0,0.0,7943.904743987433,11100.597082990862,0.0,357.9555555555556,1.7654935829474715e-05,5.296480748842416e-06,0.0,,,
ollama-codellama-latest,family4_codegen,20,90,0.0,0.0,8822.202053201747,12848.683900166361,0.0,385.7,1.9606839811827517e-05,5.8820519435482554e-06,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,20,90,0.0,0.5777777777777777,10059.964764821214,13539.751522391452,0.0,410.44444444444446,2.2357694143764955e-05,6.707308243129486e-06,0.0,,,
ollama-mistral-latest,family4_codegen,20,90,0.0,0.5777777777777777,11229.499649122914,15208.804370796133,0.0,410.44444444444446,2.4956742474848096e-05,7.487022742454428e-06,0.0,,,
ollama-llama3-latest,family4_codegen,20,90,0.0,0.03333333333333333,11289.581184200426,12776.913531251193,0.0,500.0,2.5090168858152625e-05,7.527050657445786e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,20,90,0.0,0.0,12872.557625044848,14671.345206095428,0.0,500.0,2.860776541601501e-05,8.5823296248045e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,100,90,0.8,1.0,4545.345149479625,6972.354306097259,0.0,273.8333333333333,1.0102670375422096e-05,3.0308011126266287e-06,0.0,,,
ollama-llama2-latest,family4_codegen,100,90,0.26666666666666666,0.35555555555555557,7757.566587509872,13859.776200159104,0.0,205.77777777777777,1.7240941395087193e-05,5.172282418526158e-06,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,100,90,0.0,0.0,4210.179918010706,5733.866493901587,0.0,461.75555555555553,9.357979660454125e-06,2.8073938981362377e-06,0.0,,,
ollama-qwen-latest,family4_codegen,100,90,0.0,0.0,9030.822538006922,13432.19383751566,0.0,500.0,2.0070499017934253e-05,6.021149705380275e-06,0.0,,,
ollama-codellama-latest,family4_codegen,100,90,0.0,0.0,10667.852384698926,17493.513178508147,0.0,310.6666666666667,2.370829792087592e-05,7.112489376262776e-06,0.0,,,
ollama-mistral-7b-instruct,family4_codegen,100,90,0.0,0.9,11158.11529678823,17905.78716670425,0.0,345.9111111111111,2.479793423837949e-05,7.439380271513845e-06,0.0,,,
ollama-llama3-latest,family4_codegen,100,90,0.0,0.14444444444444443,11363.45203432138,17553.64758780488,0.0,397.9,2.5254231081701828e-05,7.576269324510549e-06,0.0,,,
ollama-gemma-latest,family4_codegen,100,90,0.0,0.0,12301.061669456087,31299.933258706005,0.0,121.16666666666667,2.7338907561810705e-05,8.20167226854321e-06,0.0,,,
ollama-mistral-latest,family4_codegen,100,90,0.0,0.9,12671.265368965234,20103.180616705504,0.0,345.9111111111111,2.8160460085474772e-05,8.44813802564243e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,100,90,0.0,0.0,15838.387802756108,21077.286420806195,0.0,500.0,3.519834413501357e-05,1.0559503240504071e-05,0.0,,,
ollama-qwen2.5-3b-instruct,family4_codegen,250,90,0.8,0.8,7018.236382901604,14087.062154349405,0.0,305.0888888888889,1.559769904008469e-05,4.6793097120254075e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family4_codegen,250,90,0.6888888888888889,0.6888888888888889,18603.06336530096,32773.037833451235,0.0,437.2111111111111,4.1341786654785206e-05,1.2402535996435559e-05,0.0,,,
ollama-llama2-latest,family4_codegen,250,90,0.03333333333333333,0.03333333333333333,14572.999170796376,22335.212004056666,0.0,150.7,3.238603193696549e-05,9.715809581089648e-06,0.0,,,
ollama-deepseek-coder-latest,family4_codegen,250,90,0.0,0.0,5213.497768033348,11211.153766015195,0.0,293.05555555555554,1.1587379616694915e-05,3.4762138850084756e-06,0.0,,,
ollama-llama3-latest,family4_codegen,250,90,0.0,0.0,15405.510530078835,35938.35422528646,0.0,298.25555555555553,3.4236442357776605e-05,1.0270932707332978e-05,0.0,,,
