model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-llama3-latest,family2_anomaly,100,90,0.03333333333333333,1.0,7095.418439852074,13804.037006129509,0.0,170.2,1.57686147171457e-05,4.73058441514371e-06,0.0,,,0.03225806451612903
ollama-deepseek-coder-latest,family2_anomaly,100,90,0.0,0.0,4614.090113921298,6219.806901598349,0.0,282.81111111111113,1.0254628524424755e-05,3.076388557327426e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,100,90,0.0,0.0,8417.076885172477,14352.406495716423,0.0,320.42857142857144,1.8705841794915906e-05,5.611752538474773e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,100,90,0.0,1.0,8782.68394857231,9414.650791091844,0.0,155.67777777777778,1.951816895167039e-05,5.855450685501117e-06,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,100,90,0.0,1.0,16370.038469446203,18419.662262452766,0.0,48.68888888888889,3.6378908143347824e-05,1.0913672443004346e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,100,90,0.0,1.0,18069.850764263214,20971.601017098874,0.0,180.45555555555555,4.015623064190415e-05,1.2046869192571241e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,100,90,0.0,0.9333333333333333,19792.88053936325,25931.796685559675,0.0,212.73333333333332,4.398519352497654e-05,1.3195558057492962e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,100,90,0.0,0.9333333333333333,19935.469066299913,26367.638349882327,0.0,212.73333333333332,4.430206621110739e-05,1.3290619863332214e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,100,90,0.0,0.9666666666666667,19980.149509695668,23920.052301790565,0.0,330.24444444444447,4.440134253509796e-05,1.3320402760529387e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,100,90,0.0,0.06666666666666667,20086.22159058642,26405.48711209558,0.0,246.62222222222223,4.4637242317677046e-05,1.3391172695303115e-05,0.0,,,0.0
ollama-deepseek-coder-latest,family2_anomaly,250,90,0.0,0.0,4158.49458098722,5498.7829892663285,0.0,236.5,9.2420343014813e-06,2.7726102904443897e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,250,90,0.0,0.0,7515.702788014379,10093.337143980896,0.0,,1.6702715769005498e-05,5.0108147307016484e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,250,90,0.0,1.0,8072.906217610256,8839.77351426147,0.0,146.5,1.7940786768484873e-05,5.382236030545462e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,250,90,0.0,1.0,16341.779007421186,16922.334689670242,0.0,137.3,3.631611691686542e-05,1.0894835075059627e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,250,90,0.0,1.0,16350.725477809707,16846.30243566353,0.0,119.46666666666667,3.633590990139017e-05,1.0900772970417053e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,250,90,0.0,1.0,17819.614467630163,20149.48988952674,0.0,77.27777777777777,3.9600246379791894e-05,1.1880073913937567e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,250,90,0.0,0.9666666666666667,19038.63359904434,24783.986490382813,0.0,185.75555555555556,4.230906526117085e-05,1.269271957835125e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,250,90,0.0,0.9666666666666667,19244.935289796234,25036.422901623882,0.0,185.75555555555556,4.27675931197306e-05,1.2830277935919182e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,250,90,0.0,0.1,20326.29907225362,25766.99231886305,0.0,216.26666666666668,4.51708394745107e-05,1.3551251842353207e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,250,90,0.0,1.0,21355.478363396185,23868.353989138268,0.0,371.56666666666666,4.7457744225818684e-05,1.4237323267745605e-05,0.0,,,0.0
ollama-deepseek-coder-latest,family2_anomaly,500,90,0.0,0.0,4643.467870825488,6114.227910712361,0.0,299.0111111111111,1.0319876304127187e-05,3.0959628912381554e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,500,90,0.0,0.0,7558.468335753099,10718.756104493514,0.0,500.0,1.679769006082699e-05,5.0393070182480985e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,500,90,0.0,1.0,7848.167051354216,8124.747979501262,0.0,142.6888888888889,1.7441387235051697e-05,5.232416170515509e-06,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,500,90,0.0,1.0,16309.58869590217,16894.737341813743,0.0,113.75555555555556,3.624454621154274e-05,1.0873363863462822e-05,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,500,90,0.0,1.0,16433.23235232383,16728.028396354057,0.0,147.13333333333333,3.651930683250798e-05,1.0955792049752394e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,500,90,0.0,1.0,16876.475669366,19078.706658049487,0.0,54.544444444444444,3.7504428199437664e-05,1.1251328459831299e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,500,90,0.0,0.06666666666666667,19171.027821845684,21639.415929326788,0.0,193.61111111111111,4.2603714972059196e-05,1.2781114491617759e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,500,90,0.0,1.0,19195.600466192183,23895.73820629157,0.0,191.66666666666666,4.265796978768633e-05,1.2797390936305898e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,500,90,0.0,1.0,19588.672873967636,24415.79779353924,0.0,191.66666666666666,4.353157040708152e-05,1.305947112212446e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,500,90,0.0,1.0,22596.459657947224,27029.27577085793,0.0,326.5777777777778,5.021581775064111e-05,1.5064745325192328e-05,0.0,,,0.0
ollama-deepseek-coder-latest,family2_anomaly,1000,90,0.0,0.0,4490.6967759132385,6114.2154150642455,0.0,277.53333333333336,9.98040137120755e-06,2.994120411362265e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,1000,90,0.0,0.0,7157.630468480703,7293.763729627244,0.0,,1.5907026693611438e-05,4.772108008083432e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,1000,90,0.0,1.0,7798.688361607492,8108.52839841973,0.0,132.98888888888888,1.7331458788256508e-05,5.199437636476952e-06,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,1000,90,0.0,1.0,15958.717921810845,16723.249014932662,0.0,107.23333333333333,3.546490236362905e-05,1.063947070908871e-05,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,1000,90,0.0,1.0,16435.083706966703,16808.026791270822,0.0,148.83333333333334,3.6523498019911906e-05,1.0957049405973568e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,1000,90,0.0,1.0,17412.79901158996,19566.941121127456,0.0,92.85555555555555,3.869626680399885e-05,1.1608880041199657e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,1000,90,0.0,0.9333333333333333,20306.784990285007,25181.751852622256,0.0,236.04444444444445,4.5127315053853804e-05,1.353819451615614e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,1000,90,0.0,0.06666666666666667,21334.216446729584,27630.01806261018,0.0,231.13333333333333,4.741086129563187e-05,1.4223258388689562e-05,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,1000,90,0.0,0.9333333333333333,21601.548892104376,27104.18256034609,0.0,236.04444444444445,4.800467073431307e-05,1.4401401220293922e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,1000,90,0.0,1.0,23832.496487504493,26081.652301875874,0.0,397.53333333333336,5.2962605513396224e-05,1.588878165401887e-05,0.0,,,0.0
