model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-deepseek-coder-latest,family2_anomaly,20,90,0.0,0.0,1597.3406384750788,3223.2778689591205,0.0,196.05555555555554,3.550904893796471e-06,1.0652714681389414e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,20,90,0.0,0.03333333333333333,2623.896222659904,6538.940336089577,0.0,125.56666666666666,5.8320195466516375e-06,1.7496058639954917e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,20,90,0.0,0.9333333333333333,2987.438707001921,5649.3915089871725,0.0,184.8,6.639749825048361e-06,1.9919249475145085e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,20,90,0.0,1.0,4320.385991197287,5978.31492270343,0.0,151.66666666666666,9.601845559810548e-06,2.880553667943164e-06,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,20,90,0.0,0.0,4682.486055082538,7832.798081263899,0.0,158.53333333333333,1.0406649815809519e-05,3.1219949447428557e-06,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,20,90,0.0,1.0,4741.569479125448,7561.89286224544,0.0,126.87777777777778,1.0537828132419868e-05,3.1613484397259604e-06,0.0,,,0.0
ollama-mistral-latest,family2_anomaly,20,90,0.0,1.0,5065.733185136277,8312.558839749545,0.0,126.87777777777778,1.1258358852937757e-05,3.377507655881328e-06,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,20,90,0.0,1.0,6494.7156411285205,9968.160914606415,0.0,176.16666666666666,1.4433895825971667e-05,4.3301687477915005e-06,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,20,90,0.0,0.9666666666666667,6575.451989383954,12012.926966440864,0.0,194.8,1.4613092552789741e-05,4.383927765836921e-06,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,20,90,0.0,0.28888888888888886,7853.0120051310705,12327.548341592774,0.0,302.8,1.7452278845688095e-05,5.235683653706428e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,100,90,0.7333333333333333,1.0,7189.751249556947,14204.459592117928,0.0,154.36666666666667,1.597835235965036e-05,4.7935057078951076e-06,0.0,,,0.423076923076923
ollama-mistral-7b-instruct,family2_anomaly,100,90,0.26666666666666666,0.7666666666666667,23612.28715085114,28158.314439468086,0.0,351.3333333333333,5.247275698091082e-05,1.5741827094273245e-05,0.0,,,0.052631578947368425
ollama-mistral-latest,family2_anomaly,100,90,0.26666666666666666,0.7666666666666667,26197.761950543565,32164.627558202483,0.0,351.3333333333333,5.821837691485871e-05,1.746551307445761e-05,0.0,,,0.052631578947368425
ollama-deepseek-coder-latest,family2_anomaly,100,90,0.0,0.0,4529.538499491497,6453.245678590611,0.0,239.98888888888888,1.006668830160015e-05,3.0200064904800453e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,100,90,0.0,1.0,8986.297261632151,10825.40908290539,0.0,219.77777777777777,1.997053374090037e-05,5.99116012227011e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,100,90,0.0,0.0,9025.791831511176,15305.521295638755,0.0,245.57142857142858,2.0058440037516902e-05,6.01753201125507e-06,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,100,90,0.0,0.0,19004.88475792938,23159.61920619011,0.0,254.11111111111111,4.22341903710741e-05,1.2670257111322232e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,100,90,0.0,0.9666666666666667,19764.733236091626,22849.718985590152,0.0,238.35555555555555,4.392264227124417e-05,1.3176792681373252e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,100,90,0.0,1.0,20855.335634279374,22963.976516830735,0.0,155.9111111111111,4.634639668894535e-05,1.3903919006683603e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,100,90,0.0,1.0,22508.269962518374,24239.390162704512,0.0,412.6666666666667,5.001943967461931e-05,1.5005831902385792e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,250,90,0.5444444444444444,0.8555555555555555,19749.29208423839,27146.410000161268,0.0,192.1,4.3888372134907176e-05,1.3166511640472152e-05,0.0,,,0.0881294964028777
ollama-mistral-latest,family2_anomaly,250,90,0.5444444444444444,0.8555555555555555,20701.532591667234,28602.404473209754,0.0,192.1,4.6004439125017126e-05,1.380133173750514e-05,0.0,,,0.0881294964028777
ollama-deepseek-coder-latest,family2_anomaly,250,90,0.0,0.0,4071.0707482260964,6232.714148052037,0.0,201.2111111111111,9.047820685567691e-06,2.714346205670307e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,250,90,0.0,0.9666666666666667,8762.113337508506,10283.860533707775,0.0,212.43333333333334,1.9472357465941304e-05,5.84170723978239e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,250,90,0.0,0.0,9457.179363403055,15953.248055884615,0.0,164.23333333333332,2.1017137282652293e-05,6.305141184795689e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,250,90,0.0,1.0,18481.931312904795,19886.374964448623,0.0,147.2,4.107223917532988e-05,1.2321671752598965e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,250,90,0.0,1.0,19618.909016277434,21029.0091751609,0.0,234.5888888888889,4.359859373436609e-05,1.3079578120309826e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,250,90,0.0,0.0,19861.57326715895,23099.4387233397,0.0,291.6111111111111,4.413794850248374e-05,1.324138455074512e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,250,90,0.0,1.0,19977.92704727811,21459.74467478227,0.0,142.22222222222223,4.439653199117181e-05,1.3318959597351546e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,250,90,0.0,1.0,20494.740042556077,23972.779520601034,0.0,317.25555555555553,4.554497460518635e-05,1.3663492381555903e-05,0.0,,,0.0
