model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-mistral-7b-instruct,family2_anomaly,500,90,0.6,0.9333333333333333,19599.66548752143,28995.57541233953,0.0,184.4,4.355590762314816e-05,1.3066772286944446e-05,0.0,,,0.09374999999999999
ollama-mistral-latest,family2_anomaly,500,90,0.6,0.9333333333333333,21070.99199730696,30227.43544219993,0.0,184.4,4.682568692218479e-05,1.4047706076655432e-05,0.0,,,0.09374999999999999
ollama-deepseek-coder-latest,family2_anomaly,500,90,0.0,0.0,4269.242495795091,6186.068764305673,0.0,229.0888888888889,9.488242452482918e-06,2.846472735744875e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,500,90,0.0,0.0,8435.878870274044,12064.146806346253,0.0,134.5,1.8747565886591352e-05,5.624269765977404e-06,0.0,,,0.0
ollama-qwen2.5-3b-instruct,family2_anomaly,500,90,0.0,1.0,8790.307672740892,10163.303418597206,0.0,207.9,1.9535077683921557e-05,5.860523305176468e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,500,90,0.0,1.0,18510.965034717487,19853.389187250286,0.0,137.64444444444445,4.1136760901121753e-05,1.2341028270336526e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,500,90,0.0,1.0,18746.743292149364,20476.20283088181,0.0,210.83333333333334,4.166051499856119e-05,1.2498154499568356e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,500,90,0.0,0.0,18768.662187958966,22397.142635495402,0.0,259.1222222222222,4.170926549084355e-05,1.2512779647253065e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,500,90,0.0,1.0,20062.018339361788,24279.223956586793,0.0,297.5444444444444,4.4583429364620555e-05,1.3375028809386164e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,500,90,0.0,1.0,21011.978718519418,24062.63334963005,0.0,133.83333333333334,4.6694639203849157e-05,1.4008391761154742e-05,0.0,,,0.0
ollama-mistral-7b-instruct,family2_anomaly,1000,90,0.3111111111111111,0.6777777777777778,20894.009112085525,28904.617877467535,0.0,227.46666666666667,4.643223349556925e-05,1.3929670048670775e-05,0.0,,,0.06779661016949153
ollama-mistral-latest,family2_anomaly,1000,90,0.3111111111111111,0.6777777777777778,23064.30658706878,32097.38807126414,0.0,227.46666666666667,5.1255263067785996e-05,1.53765789203358e-05,0.0,,,0.06779661016949153
ollama-qwen2.5-3b-instruct,family2_anomaly,1000,90,0.03333333333333333,1.0,8609.876516590723,9513.04814121686,0.0,194.36666666666667,1.9134116188423832e-05,5.740234856527148e-06,0.0,,,0.016129032258064516
ollama-deepseek-coder-latest,family2_anomaly,1000,90,0.0,0.0,4761.183897628345,6324.034731159918,0.0,296.3,1.058150531894835e-05,3.174451595684505e-06,0.0,,,0.0
ollama-qwen-latest,family2_anomaly,1000,90,0.0,0.0,8455.770813404686,11822.704193764366,0.0,,1.879182526796809e-05,5.637547580390425e-06,0.0,,,0.0
ollama-llama3-latest,family2_anomaly,1000,90,0.0,1.0,17989.38169992632,19053.228233009577,0.0,134.67777777777778,3.997769427183628e-05,1.1993308281550883e-05,0.0,,,0.0
ollama-qwen2.5-7b-instruct,family2_anomaly,1000,90,0.0,0.9666666666666667,18716.566448146477,20992.487687710673,0.0,209.5,4.159347501904156e-05,1.2478042505712468e-05,0.0,,,0.0
ollama-llama2-latest,family2_anomaly,1000,90,0.0,0.0,18732.425186115626,23565.2220727643,0.0,246.77777777777777,4.1628874804673175e-05,1.2488662441401953e-05,0.0,,,0.0
ollama-codellama-latest,family2_anomaly,1000,90,0.0,1.0,18782.302506557768,23330.143706314266,0.0,233.83333333333334,4.173969974432238e-05,1.2521909923296717e-05,0.0,,,0.0
ollama-gemma-latest,family2_anomaly,1000,90,0.0,1.0,19718.55912964998,22836.767456121743,0.0,133.3111111111111,4.382029403196998e-05,1.3146088209590993e-05,0.0,,,0.0
