model_id,family,table_rows,n,pass_rate,json_valid_rate,avg_latency_ms,p95_latency_ms,error_rate,avg_tokens_out,avg_energy_kwh,avg_energy_cost_eur,avg_api_cost_usd,numeric_mae,numeric_rmse,anomaly_f1_macro
ollama-qwen2.5-7b-instruct,family1_qa,20,90,0.7666666666666667,1.0,4759.6045629819855,10263.138596143108,0.0,126.5,1.057846318760018e-05,3.1735389562800546e-06,0.0,102846.96666666666,318240.9897033484,
ollama-mistral-latest,family1_qa,20,90,0.6666666666666666,1.0,5263.226259737793,9558.981893735472,0.0,144.7888888888889,1.1697678495050474e-05,3.5093035485151423e-06,0.0,206192.86666666667,450219.3521387843,
ollama-mistral-7b-instruct,family1_qa,20,90,0.6666666666666666,1.0,5367.875273639544,9743.133482895792,0.0,144.7888888888889,1.193017333637006e-05,3.5790520009110184e-06,0.0,206192.86666666667,450219.3521387843,
ollama-gemma-latest,family1_qa,20,90,0.6333333333333333,1.0,4328.109831939865,6376.696510298643,0.0,113.43333333333334,9.619562548070954e-06,2.885868764421286e-06,0.0,359775.4666666667,699891.8421665356,
ollama-qwen2.5-3b-instruct,family1_qa,20,90,0.4666666666666667,1.0,1358.8549624533496,2136.3550849142484,0.0,77.4,3.021171749903387e-06,9.06351524971016e-07,0.0,428244.76666666666,659832.458422717,
ollama-llama3-latest,family1_qa,20,90,0.4666666666666667,1.0,2446.5427356358205,3707.2934021474794,0.0,68.3,5.438300258407643e-06,1.6314900775222927e-06,0.0,567961.0666666667,1006212.3574722187,
ollama-deepseek-coder-latest,family1_qa,20,90,0.0,0.0,1150.9825111211587,3216.055754025001,0.0,152.16666666666666,2.5591542467383775e-06,7.677462740215133e-07,0.0,,,
ollama-qwen-latest,family1_qa,20,90,0.0,0.0,1613.7342773015714,3117.423949937802,0.0,65.16666666666667,3.5876032728465253e-06,1.0762809818539578e-06,0.0,,,
ollama-llama2-latest,family1_qa,20,90,0.0,0.2,3512.711761537422,8716.79280801909,0.0,109.3,7.80779395524718e-06,2.342338186574154e-06,0.0,1393378.1666666667,1582602.6270758873,
ollama-codellama-latest,family1_qa,20,90,0.0,0.0,3934.810912448706,6822.104631224646,0.0,136.76666666666668,8.746214649886015e-06,2.623864394965804e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,100,90,0.03333333333333333,1.0,2687.4939374936125,6042.111070721876,0.0,77.7,5.973738739791802e-06,1.7921216219375403e-06,0.0,4143619.8666666667,4704403.874115777,
ollama-deepseek-coder-latest,family1_qa,100,90,0.0,0.03333333333333333,1709.323299013906,3421.3668667711318,0.0,109.77777777777777,3.7999594059779923e-06,1.1399878217933976e-06,0.0,4937816.0,4937816.0,
ollama-llama3-latest,family1_qa,100,90,0.0,1.0,4990.913195809763,9917.366381292231,0.0,103.16666666666667,1.1092460551450268e-05,3.3277381654350804e-06,0.0,5371482.966666667,5663849.424098452,
ollama-llama2-latest,family1_qa,100,90,0.0,0.0,5092.293810632287,13100.160133372985,0.0,57.333333333333336,1.1317710302117605e-05,3.3953130906352812e-06,0.0,,,
ollama-codellama-latest,family1_qa,100,90,0.0,0.0,6107.428072235133,12539.168597653043,0.0,111.93333333333334,1.3574268220684777e-05,4.072280466205432e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family1_qa,100,90,0.0,1.0,6866.583725021013,13207.25946034072,0.0,115.63333333333334,1.526059802763047e-05,4.578179408289142e-06,0.0,4313271.6,4754095.616377756,
ollama-gemma-latest,family1_qa,100,90,0.0,1.0,8250.047720813503,15493.227608455345,0.0,146.53333333333333,1.833505285835805e-05,5.500515857507415e-06,0.0,4372625.0,4787517.75983037,
ollama-mistral-latest,family1_qa,100,90,0.0,0.9333333333333333,8574.88362127915,16144.764358410612,0.0,152.61111111111111,1.905681620968559e-05,5.717044862905677e-06,0.0,4379926.428571428,4737894.285695334,
ollama-mistral-7b-instruct,family1_qa,100,90,0.0,0.9333333333333333,8750.568050924792,16429.097312607337,0.0,152.61111111111111,1.9447190110485428e-05,5.834157033145628e-06,0.0,4379926.428571428,4737894.285695334,
ollama-qwen-latest,family1_qa,100,90,0.0,0.0,9610.055704652848,15871.622475108597,0.0,500.0,2.135758030474531e-05,6.4072740914235925e-06,0.0,,,
ollama-qwen2.5-7b-instruct,family1_qa,250,90,0.03333333333333333,0.9666666666666667,21558.446267161828,25444.334487465676,0.0,197.96666666666667,4.790942087293104e-05,1.4372826261879314e-05,0.0,50125938.64614458,233445362.13603273,
ollama-deepseek-coder-latest,family1_qa,250,90,0.0,0.0,5144.961272229233,14136.946751619684,0.0,186.85555555555555,1.1434748105426517e-05,3.4304244316279542e-06,0.0,,,
ollama-qwen-latest,family1_qa,250,90,0.0,0.0,8870.877355086202,10480.139102065004,0.0,77.0,1.971522990631502e-05,5.914568971894506e-06,0.0,,,
ollama-qwen2.5-3b-instruct,family1_qa,250,90,0.0,1.0,9403.68271296999,11297.07233501831,0.0,159.9,2.0898629846427142e-05,6.269588953928141e-06,0.0,6922941.642857143,6956065.424294146,
ollama-llama3-latest,family1_qa,250,90,0.0,0.6888888888888889,17677.72288513887,18736.016762431245,0.0,88.38888888888889,3.9285319649853584e-05,1.1785595894956072e-05,0.0,6803679.161290322,6830353.091271107,
ollama-gemma-latest,family1_qa,250,90,0.0,0.9333333333333333,18737.640072741648,20114.26907503046,0.0,59.18888888888889,4.164115417302024e-05,1.249234625190607e-05,0.0,6893535.88,6920192.608639441,
ollama-llama2-latest,family1_qa,250,90,0.0,0.06666666666666667,19006.187329151566,24274.577931524254,0.0,154.32183908045977,4.224053604353258e-05,1.2672160813059771e-05,0.0,7177726.5,7177768.431099773,
ollama-mistral-latest,family1_qa,250,90,0.0,0.9666666666666667,21168.563550488194,25523.195973120164,0.0,162.42222222222222,4.7043208493487e-05,1.4112962548046098e-05,0.0,315177690.5,614439538.2261299,
ollama-mistral-7b-instruct,family1_qa,250,90,0.0,0.9666666666666667,21539.95199725808,26114.0101892408,0.0,162.42222222222222,4.786837819191743e-05,1.4360513457575228e-05,0.0,315177690.5,614439538.2261299,
ollama-codellama-latest,family1_qa,250,90,0.0,0.022222222222222223,22844.104762041632,28645.34555831924,0.0,337.68888888888887,5.077068554364101e-05,1.5231205663092305e-05,0.0,7127774.0,7127774.0,
ollama-qwen2.5-3b-instruct,family1_qa,500,90,0.03333333333333333,1.0,9547.846753276988,11725.781614496373,0.0,147.9111111111111,2.1218805067430346e-05,6.365641520229104e-06,0.0,6239955.458333333,6676272.214714639,
ollama-deepseek-coder-latest,family1_qa,500,90,0.0,0.0,4236.214012091255,6574.131028773263,0.0,193.55555555555554,9.415265191906494e-06,2.8245795575719487e-06,0.0,,,
ollama-qwen-latest,family1_qa,500,90,0.0,0.0,9222.546617526354,11664.695847348776,0.0,,2.049696047966703e-05,6.149088143900109e-06,0.0,,,
ollama-llama3-latest,family1_qa,500,90,0.0,0.7444444444444445,18037.85933703184,18944.86515435856,0.0,94.36666666666666,4.0085647102342366e-05,1.2025694130702707e-05,0.0,7104220.268656717,7113640.092816611,
ollama-gemma-latest,family1_qa,500,90,0.0,0.9222222222222223,18783.953128736983,19829.964649945032,0.0,60.44444444444444,4.1744766774180945e-05,1.2523430032254284e-05,0.0,7094861.773333333,7104563.357618919,
ollama-llama2-latest,family1_qa,500,90,0.0,0.03333333333333333,18788.88554173625,22155.83939164644,0.0,169.2111111111111,4.1760355528232234e-05,1.2528106658469674e-05,0.0,6395384.0,6395384.0,
